filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 20,source in top 40,source in top 80,source in top 5,gene_specific_metrics
gat_1009_0945,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.005,224.144,0.02,0.019,0.019,0.04,0.064,0.118,0.211,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 158.143, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 458.133, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 109.778, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 4, 'in_top40_when_true': 4, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1009_1125,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.004,233.429,0.019,0.019,0.019,0.037,0.059,0.111,0.205,0.015,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 133.714, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 217.2, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 280.556, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1009_1242,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.005,228.427,0.019,0.019,0.017,0.035,0.06,0.108,0.211,0.016,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 205.714, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 444.533, 'avg_prob_when_true': 0.018, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 71.0, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 4, 'in_top40_when_true': 4, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1008_1629,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.02,197.991,-0.243,-0.668,-6.171,7.121,0.193,0.233,0.308,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.877, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 7, 'correct_predictions': 1, 'avg_prediction_prob': -0.659, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 265.0, 'avg_prob_when_true': 0.258, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.143, 'precision': 0.143, 'recall': 0.143, 'f1_score': 0.143}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.435, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 122.133, 'avg_prob_when_true': -0.41, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': -0.77, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 315.889, 'avg_prob_when_true': -0.469, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1008_2239,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.018,227.768,-1.099,-1.348,-3.219,3.461,0.162,0.194,0.234,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.023, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 3, 'correct_predictions': 1, 'avg_prediction_prob': -1.788, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 218.286, 'avg_prob_when_true': -0.74, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 3, 'accuracy_when_true': 0.143, 'precision': 0.333, 'recall': 0.143, 'f1_score': 0.2}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': -1.301, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 228.733, 'avg_prob_when_true': -1.394, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 15, 'correct_predictions': 0, 'avg_prediction_prob': -2.006, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 388.111, 'avg_prob_when_true': -2.054, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_0945,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.017,215.346,0.011,-0.394,-5.255,8.646,0.177,0.212,0.292,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.401, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 9, 'correct_predictions': 1, 'avg_prediction_prob': -0.195, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 19.714, 'avg_prob_when_true': 1.013, 'in_top20_when_true': 4, 'in_top40_when_true': 6, 'in_top80_when_true': 7, 'accuracy_when_true': 0.143, 'precision': 0.111, 'recall': 0.143, 'f1_score': 0.125}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.415, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 237.533, 'avg_prob_when_true': -0.365, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 11, 'correct_predictions': 0, 'avg_prediction_prob': -0.428, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 313.111, 'avg_prob_when_true': -0.706, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_1123,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.016,212.919,-0.102,-0.421,-10.12,7.239,0.164,0.206,0.259,0.079,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.65, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 12, 'correct_predictions': 1, 'avg_prediction_prob': -0.118, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 127.714, 'avg_prob_when_true': 0.745, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.143, 'precision': 0.083, 'recall': 0.143, 'f1_score': 0.105}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': -0.637, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 388.6, 'avg_prob_when_true': -0.567, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 12, 'correct_predictions': 0, 'avg_prediction_prob': -0.651, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 414.111, 'avg_prob_when_true': -1.218, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_1242,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.021,211.42,-0.171,-0.721,-8.253,9.143,0.19,0.234,0.307,0.075,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.985, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': -0.563, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 249.286, 'avg_prob_when_true': 0.796, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.867, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 407.4, 'avg_prob_when_true': -0.958, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 14, 'correct_predictions': 0, 'avg_prediction_prob': -0.701, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 251.222, 'avg_prob_when_true': -0.657, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_1008_1626,pdgraphernognn,dorothea_500_800,500.0,263.0,1.0,0.392,0.016,218.798,-0.284,-0.683,-7.669,9.73,0.163,0.197,0.269,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.671, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 7, 'correct_predictions': 1, 'avg_prediction_prob': -0.305, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 57.286, 'avg_prob_when_true': 0.961, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.143, 'precision': 0.143, 'recall': 0.143, 'f1_score': 0.143}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.4, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 90.267, 'avg_prob_when_true': -0.418, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 12, 'correct_predictions': 0, 'avg_prediction_prob': -0.456, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 147.111, 'avg_prob_when_true': -0.371, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_1008_2238,pdgraphernognn,dorothea_500_800,500.0,263.0,1.0,0.392,0.021,198.172,0.23,-0.371,-5.207,8.204,0.198,0.243,0.323,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.676, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -0.195, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 133.143, 'avg_prob_when_true': 0.921, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.135, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 82.533, 'avg_prob_when_true': -0.06, 'in_top20_when_true': 3, 'in_top40_when_true': 6, 'in_top80_when_true': 8, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 6, 'correct_predictions': 1, 'avg_prediction_prob': -0.213, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 118.667, 'avg_prob_when_true': 0.296, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.111, 'precision': 0.167, 'recall': 0.111, 'f1_score': 0.133}}"
pdgraphernognn_1009_0940,pdgraphernognn,dorothea_500_800,500.0,263.0,1.0,0.392,0.016,213.633,-0.108,-0.567,-4.809,9.215,0.179,0.226,0.292,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.476, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 8, 'correct_predictions': 1, 'avg_prediction_prob': -0.214, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 131.571, 'avg_prob_when_true': 0.767, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 3, 'accuracy_when_true': 0.143, 'precision': 0.125, 'recall': 0.143, 'f1_score': 0.133}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.198, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 90.533, 'avg_prob_when_true': -0.318, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 16, 'correct_predictions': 0, 'avg_prediction_prob': -1.086, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 461.778, 'avg_prob_when_true': -1.265, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_1009_1117,pdgraphernognn,dorothea_500_800,500.0,263.0,1.0,0.392,0.019,224.158,-0.103,-0.513,-10.359,9.591,0.179,0.221,0.282,0.07,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.573, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': -0.406, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 233.143, 'avg_prob_when_true': 0.365, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.593, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 323.267, 'avg_prob_when_true': -0.492, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 16, 'correct_predictions': 0, 'avg_prediction_prob': -0.308, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 183.111, 'avg_prob_when_true': -0.84, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
