filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
pdgrapher_0922_2103,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.32,74.824,2.626,-5.034,-219.928,25.342,0.485,0.559,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 242, 'correct_predictions': 36, 'avg_prediction_prob': -4.194, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 140.029, 'avg_prob_when_true': 0.923, 'in_top3_when_true': 52, 'in_top5_when_true': 57, 'accuracy_when_true': 0.263, 'precision': 0.149, 'recall': 0.263, 'f1_score': 0.19}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 65, 'correct_predictions': 17, 'avg_prediction_prob': -5.123, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.667, 'avg_prob_when_true': 0.238, 'in_top3_when_true': 35, 'in_top5_when_true': 39, 'accuracy_when_true': 0.162, 'precision': 0.262, 'recall': 0.162, 'f1_score': 0.2}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 44, 'correct_predictions': 20, 'avg_prediction_prob': -4.991, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 31.163, 'avg_prob_when_true': 3.136, 'in_top3_when_true': 56, 'in_top5_when_true': 66, 'accuracy_when_true': 0.192, 'precision': 0.455, 'recall': 0.192, 'f1_score': 0.27}}"
pdgrapher_0923_1343,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.212,74.96,0.992,-5.092,-36.437,28.887,0.353,0.417,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 175, 'correct_predictions': 42, 'avg_prediction_prob': -4.591, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 120.423, 'avg_prob_when_true': 1.525, 'in_top3_when_true': 55, 'in_top5_when_true': 55, 'accuracy_when_true': 0.307, 'precision': 0.24, 'recall': 0.307, 'f1_score': 0.269}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 98, 'correct_predictions': 22, 'avg_prediction_prob': -3.293, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 29.971, 'avg_prob_when_true': 2.026, 'in_top3_when_true': 44, 'in_top5_when_true': 49, 'accuracy_when_true': 0.21, 'precision': 0.224, 'recall': 0.21, 'f1_score': 0.217}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 86, 'correct_predictions': 26, 'avg_prediction_prob': -2.351, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 10.413, 'avg_prob_when_true': 3.175, 'in_top3_when_true': 50, 'in_top5_when_true': 58, 'accuracy_when_true': 0.25, 'precision': 0.302, 'recall': 0.25, 'f1_score': 0.274}}"
pdgrapher_0925_1930,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.177,102.105,0.165,-4.349,-30.039,22.365,0.29,0.355,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 197, 'correct_predictions': 12, 'avg_prediction_prob': -3.322, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 86.401, 'avg_prob_when_true': -0.314, 'in_top3_when_true': 32, 'in_top5_when_true': 35, 'accuracy_when_true': 0.088, 'precision': 0.061, 'recall': 0.088, 'f1_score': 0.072}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 116, 'correct_predictions': 12, 'avg_prediction_prob': -3.326, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 46.61, 'avg_prob_when_true': -0.145, 'in_top3_when_true': 22, 'in_top5_when_true': 36, 'accuracy_when_true': 0.114, 'precision': 0.103, 'recall': 0.114, 'f1_score': 0.109}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 39, 'correct_predictions': 20, 'avg_prediction_prob': -4.576, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 76.606, 'avg_prob_when_true': 1.179, 'in_top3_when_true': 42, 'in_top5_when_true': 58, 'accuracy_when_true': 0.192, 'precision': 0.513, 'recall': 0.192, 'f1_score': 0.28}}"
pdgrapher_0926_1622,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.026,112.762,0.391,-3.781,-29.332,23.229,0.071,0.11,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -3.164, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 142.511, 'avg_prob_when_true': -1.582, 'in_top3_when_true': 2, 'in_top5_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 462, 'correct_predictions': 13, 'avg_prediction_prob': 0.377, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 32.743, 'avg_prob_when_true': 3.971, 'in_top3_when_true': 26, 'in_top5_when_true': 30, 'accuracy_when_true': 0.124, 'precision': 0.028, 'recall': 0.124, 'f1_score': 0.046}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 123, 'correct_predictions': 10, 'avg_prediction_prob': -1.066, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 24.327, 'avg_prob_when_true': 4.381, 'in_top3_when_true': 14, 'in_top5_when_true': 21, 'accuracy_when_true': 0.096, 'precision': 0.081, 'recall': 0.096, 'f1_score': 0.088}}"
pdgrapher_0928_0019,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.211,80.984,1.353,-4.612,-49.708,16.843,0.351,0.425,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 90, 'correct_predictions': 17, 'avg_prediction_prob': -3.849, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 95.672, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 32, 'in_top5_when_true': 47, 'accuracy_when_true': 0.124, 'precision': 0.189, 'recall': 0.124, 'f1_score': 0.15}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 180, 'correct_predictions': 11, 'avg_prediction_prob': -3.043, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 64.448, 'avg_prob_when_true': 1.192, 'in_top3_when_true': 36, 'in_top5_when_true': 39, 'accuracy_when_true': 0.105, 'precision': 0.061, 'recall': 0.105, 'f1_score': 0.077}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 31, 'correct_predictions': 4, 'avg_prediction_prob': -3.243, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 18.971, 'avg_prob_when_true': -0.283, 'in_top3_when_true': 13, 'in_top5_when_true': 20, 'accuracy_when_true': 0.038, 'precision': 0.129, 'recall': 0.038, 'f1_score': 0.059}}"
pdgrapher_0929_0543,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.207,84.932,-0.633,-8.11,-57.064,8.812,0.325,0.389,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 172, 'correct_predictions': 14, 'avg_prediction_prob': -4.951, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 128.766, 'avg_prob_when_true': -2.184, 'in_top3_when_true': 28, 'in_top5_when_true': 34, 'accuracy_when_true': 0.102, 'precision': 0.081, 'recall': 0.102, 'f1_score': 0.091}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 34, 'correct_predictions': 10, 'avg_prediction_prob': -6.316, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 162.762, 'avg_prob_when_true': -2.889, 'in_top3_when_true': 13, 'in_top5_when_true': 13, 'accuracy_when_true': 0.095, 'precision': 0.294, 'recall': 0.095, 'f1_score': 0.144}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 52, 'correct_predictions': 26, 'avg_prediction_prob': -8.931, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 53.337, 'avg_prob_when_true': 0.579, 'in_top3_when_true': 48, 'in_top5_when_true': 63, 'accuracy_when_true': 0.25, 'precision': 0.5, 'recall': 0.25, 'f1_score': 0.333}}"
pdgraphernognn_0925_1932,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.06,136.542,-1.037,-5.782,-977.635,8.931,0.125,0.175,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 142, 'correct_predictions': 5, 'avg_prediction_prob': -4.279, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 176.263, 'avg_prob_when_true': -2.497, 'in_top3_when_true': 18, 'in_top5_when_true': 25, 'accuracy_when_true': 0.036, 'precision': 0.035, 'recall': 0.036, 'f1_score': 0.036}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 108, 'correct_predictions': 2, 'avg_prediction_prob': -4.241, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 152.667, 'avg_prob_when_true': -0.893, 'in_top3_when_true': 5, 'in_top5_when_true': 20, 'accuracy_when_true': 0.019, 'precision': 0.019, 'recall': 0.019, 'f1_score': 0.019}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 97, 'correct_predictions': 12, 'avg_prediction_prob': -4.529, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 138.433, 'avg_prob_when_true': -0.373, 'in_top3_when_true': 17, 'in_top5_when_true': 22, 'accuracy_when_true': 0.115, 'precision': 0.124, 'recall': 0.115, 'f1_score': 0.119}}"
pdgraphernognn_0926_1627,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.034,109.485,-1.148,-5.267,-175.137,7.966,0.081,0.122,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 84, 'correct_predictions': 6, 'avg_prediction_prob': -3.226, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 110.825, 'avg_prob_when_true': -1.561, 'in_top3_when_true': 8, 'in_top5_when_true': 9, 'accuracy_when_true': 0.044, 'precision': 0.071, 'recall': 0.044, 'f1_score': 0.054}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 50, 'correct_predictions': 0, 'avg_prediction_prob': -3.756, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 115.114, 'avg_prob_when_true': -1.589, 'in_top3_when_true': 7, 'in_top5_when_true': 8, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 28, 'correct_predictions': 0, 'avg_prediction_prob': -4.102, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 101.279, 'avg_prob_when_true': -0.136, 'in_top3_when_true': 3, 'in_top5_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_0927_2231,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.06,99.475,-0.205,-4.786,-214.878,13.843,0.129,0.179,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 29, 'correct_predictions': 1, 'avg_prediction_prob': -3.158, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 82.796, 'avg_prob_when_true': -0.905, 'in_top3_when_true': 6, 'in_top5_when_true': 23, 'accuracy_when_true': 0.007, 'precision': 0.034, 'recall': 0.007, 'f1_score': 0.012}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 110, 'correct_predictions': 6, 'avg_prediction_prob': -3.534, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 118.562, 'avg_prob_when_true': -0.865, 'in_top3_when_true': 11, 'in_top5_when_true': 19, 'accuracy_when_true': 0.057, 'precision': 0.055, 'recall': 0.057, 'f1_score': 0.056}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 213, 'correct_predictions': 14, 'avg_prediction_prob': -10.66, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 85.99, 'avg_prob_when_true': 0.572, 'in_top3_when_true': 39, 'in_top5_when_true': 53, 'accuracy_when_true': 0.135, 'precision': 0.066, 'recall': 0.135, 'f1_score': 0.088}}"
pdgraphernognn_0929_0343,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.03,154.685,-1.814,-5.097,-240.344,12.871,0.071,0.109,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 49, 'correct_predictions': 1, 'avg_prediction_prob': -4.031, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 150.701, 'avg_prob_when_true': -2.793, 'in_top3_when_true': 5, 'in_top5_when_true': 10, 'accuracy_when_true': 0.007, 'precision': 0.02, 'recall': 0.007, 'f1_score': 0.011}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 44, 'correct_predictions': 1, 'avg_prediction_prob': -4.242, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 181.829, 'avg_prob_when_true': -2.833, 'in_top3_when_true': 6, 'in_top5_when_true': 9, 'accuracy_when_true': 0.01, 'precision': 0.023, 'recall': 0.01, 'f1_score': 0.013}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 143, 'correct_predictions': 5, 'avg_prediction_prob': -7.765, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 167.99, 'avg_prob_when_true': -7.149, 'in_top3_when_true': 14, 'in_top5_when_true': 28, 'accuracy_when_true': 0.048, 'precision': 0.035, 'recall': 0.048, 'f1_score': 0.04}}"
