filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_random_1104_1040,random,dorothea_100_200,,,,,0.01,49.088,0.491,0.01,0.01,0.0,0.024,0.045,0.197,0.41,0.812,,,
baseline_smallestSuperset_1103_0934,smallestSuperset,dorothea_100_200,,,,,0.013,50.188,0.502,0.019,0.01,0.0,1.0,0.048,0.184,0.362,0.788,,,
baseline_smallestSuperset_1103_0954,smallestSuperset,dorothea_100_200,,,,,0.013,50.188,0.502,0.019,0.01,0.0,1.0,0.048,0.184,0.362,0.788,,,
baseline_smallestSuperset_1103_1502,smallestSuperset,dorothea_100_200,,,,,0.013,50.188,0.502,0.019,0.01,0.0,1.0,0.048,0.184,0.362,0.788,,,
baseline_smallestSuperset_1104_1040,smallestSuperset,dorothea_100_200,,,,,0.013,50.188,0.502,0.019,0.01,0.0,1.0,0.048,0.184,0.362,0.788,,,
gat_1103_0941,gat,dorothea_100_200,100.0,71.0,1.0,0.444,0.026,40.056,0.401,0.101,0.093,0.023,0.14,0.087,0.287,0.532,0.891,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.087, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.097, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.121, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 23.92, 'avg_prob_when_true': 0.12, 'in_top20_when_true': 0, 'in_top40_when_true': 25, 'in_top80_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
pdgrapher_1103_0858,pdgrapher,dorothea_100_200,100.0,71.0,1.0,0.444,0.024,33.69,0.337,0.141,-0.33,-2.938,3.01,0.087,0.304,0.594,0.999,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.72, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.831, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 74, 'correct_predictions': 3, 'avg_prediction_prob': 0.113, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 32.36, 'avg_prob_when_true': 0.178, 'in_top20_when_true': 6, 'in_top40_when_true': 15, 'in_top80_when_true': 25, 'accuracy_when_true': 0.12, 'precision': 0.041, 'recall': 0.12, 'f1_score': 0.061}}","{'recall@1': 0.0184, 'recall@10': 0.1446, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.6435, 'ranking_score_dcg': 0.1678, 'perc_partially_accurate_predictions': 1.84, 'recall@1_std': 0.1344, 'recall@10_std': 0.3517, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2128, 'ranking_score_dcg_std': 0.1565, 'perc_partially_accurate_predictions_std': 13.44, 'total_samples': 1847, 'avg_topk': 64.3535}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1103_0939,pdgrapher,dorothea_100_200,100.0,71.0,1.0,0.444,0.025,32.959,0.33,0.467,-0.421,-4.16,1.364,0.089,0.31,0.603,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.282, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.595, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.27, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 42.36, 'avg_prob_when_true': 0.333, 'in_top20_when_true': 3, 'in_top40_when_true': 11, 'in_top80_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0173, 'recall@10': 0.1527, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.6584, 'ranking_score_dcg': 0.1727, 'perc_partially_accurate_predictions': 1.73, 'recall@1_std': 0.1305, 'recall@10_std': 0.3597, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2086, 'ranking_score_dcg_std': 0.1552, 'perc_partially_accurate_predictions_std': 13.05, 'total_samples': 1847, 'avg_topk': 65.8365}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1104_0944,pdgrapher,dorothea_100_200,100.0,71.0,1.0,0.444,0.023,33.567,0.336,0.189,-0.328,-3.341,3.271,0.087,0.302,0.598,0.999,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.281, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.287, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.096, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 35.32, 'avg_prob_when_true': 0.177, 'in_top20_when_true': 4, 'in_top40_when_true': 14, 'in_top80_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0168, 'recall@10': 0.1316, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.6384, 'ranking_score_dcg': 0.1624, 'perc_partially_accurate_predictions': 1.68, 'recall@1_std': 0.1285, 'recall@10_std': 0.338, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2081, 'ranking_score_dcg_std': 0.1494, 'perc_partially_accurate_predictions_std': 12.85, 'total_samples': 1847, 'avg_topk': 63.837}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgraphernognn_1103_0956,pdgraphernognn,dorothea_100_200,100.0,71.0,1.0,0.444,0.023,33.072,0.331,0.195,-0.109,-1.94,1.277,0.084,0.318,0.594,0.999,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.592, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.893, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': 0.066, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 48.92, 'avg_prob_when_true': 0.064, 'in_top20_when_true': 4, 'in_top40_when_true': 7, 'in_top80_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0146, 'recall@10': 0.1359, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.6487, 'ranking_score_dcg': 0.164, 'perc_partially_accurate_predictions': 1.46, 'recall@1_std': 0.12, 'recall@10_std': 0.3427, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2073, 'ranking_score_dcg_std': 0.1434, 'perc_partially_accurate_predictions_std': 12.0, 'total_samples': 1847, 'avg_topk': 64.8674}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgraphernognn_1104_1041,pdgraphernognn,dorothea_100_200,100.0,71.0,1.0,0.444,0.025,34.08,0.341,0.128,-0.096,-3.086,1.723,0.101,0.32,0.579,0.986,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.962, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 1847, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.386, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 1847, 'times_true_source': 25, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.131, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 27.0, 'avg_prob_when_true': 0.163, 'in_top20_when_true': 10, 'in_top40_when_true': 16, 'in_top80_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0162, 'recall@10': 0.1478, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.6374, 'ranking_score_dcg': 0.1645, 'perc_partially_accurate_predictions': 1.62, 'recall@1_std': 0.1264, 'recall@10_std': 0.3549, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.225, 'ranking_score_dcg_std': 0.15, 'perc_partially_accurate_predictions_std': 12.64, 'total_samples': 1847, 'avg_topk': 63.745}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
