filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics
baseline_smallestSuperset_1009_0011,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_0924,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1013,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1054,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,,0.015,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1216,smallestSuperset,dorothea_500_550,,,,,0.005,250.041,0.001,0.002,0.0,1.0,,0.015,0.045,0.101,0.16,
gat_1007_1423,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.001,225.502,0.019,0.019,0.004,0.033,0.007,0.014,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 213.111, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 278.0, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1008_1120,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.002,228.03,0.019,0.019,0.004,0.03,0.009,0.01,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 276.222, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 342.071, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1008_2235,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.002,230.839,0.02,0.02,0.004,0.036,,,0.058,0.11,0.216,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 374.0, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 377.929, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1009_0937,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.0,221.751,0.02,0.019,0.003,0.032,,,0.053,0.099,0.209,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 173.0, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 219.571, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1009_1113,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.005,229.951,0.02,0.019,0.004,0.034,,0.017,0.064,0.11,0.207,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 347.222, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 373.071, 'avg_prob_when_true': 0.018, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1009_1233,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.001,225.061,0.019,0.019,0.003,0.038,,0.011,0.051,0.096,0.207,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 176.889, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 245.643, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1007_1434,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.178,160.805,0.499,-1.512,-21.472,9.24,0.294,0.335,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.266, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 1, 'correct_predictions': 1, 'avg_prediction_prob': -1.292, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 133.111, 'avg_prob_when_true': -0.231, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.111, 'precision': 1.0, 'recall': 0.111, 'f1_score': 0.2}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 18, 'correct_predictions': 8, 'avg_prediction_prob': -1.858, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 128.429, 'avg_prob_when_true': 3.135, 'in_top3_when_true': 8, 'in_top5_when_true': 8, 'accuracy_when_true': 0.571, 'precision': 0.444, 'recall': 0.571, 'f1_score': 0.5}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.141, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1008_1140,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.156,157.161,0.048,-2.294,-33.591,11.957,0.272,0.309,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.758, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 5, 'correct_predictions': 3, 'avg_prediction_prob': -3.162, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 131.333, 'avg_prob_when_true': 1.085, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.333, 'precision': 0.6, 'recall': 0.333, 'f1_score': 0.429}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 8, 'correct_predictions': 5, 'avg_prediction_prob': -2.329, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 91.286, 'avg_prob_when_true': 2.587, 'in_top3_when_true': 7, 'in_top5_when_true': 7, 'accuracy_when_true': 0.357, 'precision': 0.625, 'recall': 0.357, 'f1_score': 0.455}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.157, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1009_0035,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.181,159.822,0.257,-1.691,-29.766,11.182,,,0.331,0.367,0.436,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.346, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 4, 'correct_predictions': 1, 'avg_prediction_prob': -2.237, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 320.333, 'avg_prob_when_true': -1.226, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.111, 'precision': 0.25, 'recall': 0.111, 'f1_score': 0.154}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 12, 'correct_predictions': 8, 'avg_prediction_prob': -2.177, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 161.214, 'avg_prob_when_true': 2.781, 'in_top20_when_true': 8, 'in_top40_when_true': 8, 'in_top80_when_true': 8, 'accuracy_when_true': 0.571, 'precision': 0.667, 'recall': 0.571, 'f1_score': 0.615}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.906, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1009_0936,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.14,142.497,0.284,-1.279,-5.526,11.451,,,0.362,0.394,0.452,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.671, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 2, 'correct_predictions': 2, 'avg_prediction_prob': -1.33, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 144.889, 'avg_prob_when_true': -0.002, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.222, 'precision': 1.0, 'recall': 0.222, 'f1_score': 0.364}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 11, 'correct_predictions': 3, 'avg_prediction_prob': -0.923, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 98.0, 'avg_prob_when_true': 2.404, 'in_top20_when_true': 7, 'in_top40_when_true': 7, 'in_top80_when_true': 7, 'accuracy_when_true': 0.214, 'precision': 0.273, 'recall': 0.214, 'f1_score': 0.24}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.339, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
