filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,avg norm rank of source,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_overlap_1027_1221,overlap,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_overlap_1027_1505,overlap,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_overlap_1029_0038,overlap,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,0.508,,,
baseline_random_1021_0745,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1022_1658,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1025_2151,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1026_1717,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1027_0316,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1027_1221,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1027_1505,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,,,,
baseline_random_1029_0038,random,dorothea_500_1000,,,,,0.002,251.509,0.002,0.002,0.0,0.004,0.01,0.04,0.08,0.159,0.503,,,
baseline_smallestSuperset_1021_0745,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1022_1658,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1025_2151,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1026_1717,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1027_0316,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1027_1221,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1027_1505,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,,,,
baseline_smallestSuperset_1029_0038,smallestSuperset,dorothea_500_1000,,,,,0.003,254.083,0.002,0.002,0.002,0.002,0.012,0.039,0.087,0.156,0.508,,,
gat_1021_0701,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.002,241.206,0.02,0.019,0.014,0.036,0.015,0.056,0.102,0.18,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 188.7, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 39.133, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 0, 'in_top40_when_true': 10, 'in_top80_when_true': 15, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 27, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 81.7, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1028_1528,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.006,241.369,0.019,0.018,0.013,0.042,0.016,0.058,0.104,0.184,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 159.5, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 23.667, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 8, 'in_top40_when_true': 13, 'in_top80_when_true': 15, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 29, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 72.7, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1028_2358,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.006,241.255,0.019,0.019,0.013,0.041,0.016,0.055,0.104,0.187,0.483,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 153.0, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 23.267, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 9, 'in_top40_when_true': 13, 'in_top80_when_true': 15, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 32, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 66.9, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1029_2026,gat,dorothea_500_1000,500.0,279.0,1.0,0.499,0.006,241.645,0.019,0.019,0.014,0.04,0.016,0.057,0.103,0.189,0.483,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 155.3, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 37.2, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 0, 'in_top40_when_true': 12, 'in_top80_when_true': 15, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 27, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 84.3, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
pdgrapher_1021_0651,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.499,0.01,130.334,0.247,-0.057,-1.408,2.842,0.031,0.108,0.183,0.332,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.386, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.194, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 103.2, 'avg_prob_when_true': 0.248, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.2, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 158.533, 'avg_prob_when_true': 0.179, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 105, 'correct_predictions': 0, 'avg_prediction_prob': 0.465, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 40.3, 'avg_prob_when_true': 0.473, 'in_top20_when_true': 2, 'in_top40_when_true': 8, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0037, 'recall@10': 0.0406, 'recall@100': 0.3581, 'recall@1000': 1.0, 'ranking_score': 0.7173, 'ranking_score_dcg': 0.1226, 'perc_partially_accurate_predictions': 0.37, 'recall@1_std': 0.0608, 'recall@10_std': 0.1972, 'recall@100_std': 0.4794, 'recall@1000_std': 0.0, 'ranking_score_std': 0.172, 'ranking_score_dcg_std': 0.0893, 'perc_partially_accurate_predictions_std': 6.08, 'total_samples': 3773, 'avg_topk': 358.669}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1027_1118,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.499,0.01,133.412,0.426,-0.45,-3.018,4.896,0.033,0.094,0.175,0.322,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.392, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 17, 'correct_predictions': 0, 'avg_prediction_prob': 0.526, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 36.0, 'avg_prob_when_true': 0.833, 'in_top20_when_true': 5, 'in_top40_when_true': 6, 'in_top80_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 49, 'correct_predictions': 0, 'avg_prediction_prob': 0.527, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 98.667, 'avg_prob_when_true': 0.473, 'in_top20_when_true': 2, 'in_top40_when_true': 4, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 39, 'correct_predictions': 0, 'avg_prediction_prob': 0.382, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 201.9, 'avg_prob_when_true': 0.341, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0024, 'recall@10': 0.0371, 'recall@100': 0.3363, 'recall@1000': 1.0, 'ranking_score': 0.7103, 'ranking_score_dcg': 0.1189, 'perc_partially_accurate_predictions': 0.24, 'recall@1_std': 0.0488, 'recall@10_std': 0.189, 'recall@100_std': 0.4725, 'recall@1000_std': 0.0, 'ranking_score_std': 0.166, 'ranking_score_dcg_std': 0.0814, 'perc_partially_accurate_predictions_std': 4.88, 'total_samples': 3773, 'avg_topk': 355.1564}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1028_1142,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.499,0.007,132.782,0.293,-0.659,-6.462,3.766,0.029,0.103,0.18,0.328,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3773, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.334, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.308, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 50.0, 'avg_prob_when_true': 0.505, 'in_top20_when_true': 3, 'in_top40_when_true': 5, 'in_top80_when_true': 7, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3773, 'times_true_source': 15, 'times_predicted_source': 14, 'correct_predictions': 1, 'avg_prediction_prob': 0.292, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 157.6, 'avg_prob_when_true': 0.252, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.067, 'precision': 0.071, 'recall': 0.067, 'f1_score': 0.069}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3773, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.138, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 226.4, 'avg_prob_when_true': 0.146, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0032, 'recall@10': 0.0347, 'recall@100': 0.3575, 'recall@1000': 1.0, 'ranking_score': 0.719, 'ranking_score_dcg': 0.1216, 'perc_partially_accurate_predictions': 0.32, 'recall@1_std': 0.0563, 'recall@10_std': 0.1831, 'recall@100_std': 0.4793, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1663, 'ranking_score_dcg_std': 0.085, 'perc_partially_accurate_predictions_std': 5.63, 'total_samples': 3773, 'avg_topk': 359.4845}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
