filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
gat_0927_2226,gat,dorothea_500_1000,500.0,202.0,1.0,0.522,0.006,230.831,0.02,0.019,0.01,0.039,0.011,0.017,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 59.313, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 114.883, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 397.91, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
gat_0929_0335,gat,dorothea_500_1000,500.0,202.0,1.0,0.522,0.006,229.378,0.019,0.019,0.008,0.045,0.012,0.017,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 65.97, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 120.862, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 413.404, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_0922_1945,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.099,92.874,0.959,-0.581,-4.309,17.797,0.165,0.198,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 225, 'correct_predictions': 38, 'avg_prediction_prob': -0.3, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.394, 'avg_prob_when_true': 2.376, 'in_top3_when_true': 55, 'in_top5_when_true': 57, 'accuracy_when_true': 0.384, 'precision': 0.169, 'recall': 0.384, 'f1_score': 0.235}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 84, 'correct_predictions': 10, 'avg_prediction_prob': -0.601, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 118.436, 'avg_prob_when_true': 0.671, 'in_top3_when_true': 18, 'in_top5_when_true': 24, 'accuracy_when_true': 0.106, 'precision': 0.119, 'recall': 0.106, 'f1_score': 0.112}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 375, 'correct_predictions': 10, 'avg_prediction_prob': -0.222, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 61.551, 'avg_prob_when_true': 1.48, 'in_top3_when_true': 24, 'in_top5_when_true': 35, 'accuracy_when_true': 0.112, 'precision': 0.027, 'recall': 0.112, 'f1_score': 0.043}}"
pdgrapher_0923_1238,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.115,67.669,1.118,-1.471,-26.562,15.388,0.187,0.22,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 38, 'correct_predictions': 16, 'avg_prediction_prob': -0.896, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 141.859, 'avg_prob_when_true': 0.494, 'in_top3_when_true': 18, 'in_top5_when_true': 21, 'accuracy_when_true': 0.162, 'precision': 0.421, 'recall': 0.162, 'f1_score': 0.234}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 32, 'correct_predictions': 3, 'avg_prediction_prob': -0.474, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 84.713, 'avg_prob_when_true': 0.041, 'in_top3_when_true': 7, 'in_top5_when_true': 9, 'accuracy_when_true': 0.032, 'precision': 0.094, 'recall': 0.032, 'f1_score': 0.048}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 170, 'correct_predictions': 11, 'avg_prediction_prob': 0.223, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 35.135, 'avg_prob_when_true': 1.303, 'in_top3_when_true': 18, 'in_top5_when_true': 21, 'accuracy_when_true': 0.124, 'precision': 0.065, 'recall': 0.124, 'f1_score': 0.085}}"
pdgrapher_0925_1930,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.034,88.166,-0.174,-1.654,-4.837,16.632,0.07,0.097,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 105, 'correct_predictions': 8, 'avg_prediction_prob': -1.411, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 138.818, 'avg_prob_when_true': -1.003, 'in_top3_when_true': 8, 'in_top5_when_true': 12, 'accuracy_when_true': 0.081, 'precision': 0.076, 'recall': 0.081, 'f1_score': 0.078}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 202, 'correct_predictions': 2, 'avg_prediction_prob': -1.131, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 146.691, 'avg_prob_when_true': -1.074, 'in_top3_when_true': 2, 'in_top5_when_true': 2, 'accuracy_when_true': 0.021, 'precision': 0.01, 'recall': 0.021, 'f1_score': 0.014}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 394, 'correct_predictions': 7, 'avg_prediction_prob': -0.393, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 39.135, 'avg_prob_when_true': 1.137, 'in_top3_when_true': 20, 'in_top5_when_true': 27, 'accuracy_when_true': 0.079, 'precision': 0.018, 'recall': 0.079, 'f1_score': 0.029}}"
pdgrapher_0925_2020,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.034,88.166,-0.174,-1.654,-4.837,16.632,0.07,0.097,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 105, 'correct_predictions': 8, 'avg_prediction_prob': -1.411, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 138.818, 'avg_prob_when_true': -1.003, 'in_top3_when_true': 8, 'in_top5_when_true': 12, 'accuracy_when_true': 0.081, 'precision': 0.076, 'recall': 0.081, 'f1_score': 0.078}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 202, 'correct_predictions': 2, 'avg_prediction_prob': -1.131, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 146.691, 'avg_prob_when_true': -1.074, 'in_top3_when_true': 2, 'in_top5_when_true': 2, 'accuracy_when_true': 0.021, 'precision': 0.01, 'recall': 0.021, 'f1_score': 0.014}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 394, 'correct_predictions': 7, 'avg_prediction_prob': -0.393, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 39.135, 'avg_prob_when_true': 1.137, 'in_top3_when_true': 20, 'in_top5_when_true': 27, 'accuracy_when_true': 0.079, 'precision': 0.018, 'recall': 0.079, 'f1_score': 0.029}}"
pdgrapher_0926_1629,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.123,71.357,0.816,-1.153,-6.205,7.375,0.22,0.264,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 249, 'correct_predictions': 23, 'avg_prediction_prob': 0.101, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 23.859, 'avg_prob_when_true': 1.195, 'in_top3_when_true': 36, 'in_top5_when_true': 42, 'accuracy_when_true': 0.232, 'precision': 0.092, 'recall': 0.232, 'f1_score': 0.132}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 39, 'correct_predictions': 13, 'avg_prediction_prob': -0.429, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 101.915, 'avg_prob_when_true': 0.745, 'in_top3_when_true': 18, 'in_top5_when_true': 23, 'accuracy_when_true': 0.138, 'precision': 0.333, 'recall': 0.138, 'f1_score': 0.195}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 72, 'correct_predictions': 1, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 52.393, 'avg_prob_when_true': 0.554, 'in_top3_when_true': 7, 'in_top5_when_true': 12, 'accuracy_when_true': 0.011, 'precision': 0.014, 'recall': 0.011, 'f1_score': 0.012}}"
pdgrapher_0927_2220,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.024,108.463,0.149,-1.078,-6.117,6.742,0.055,0.079,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 21, 'correct_predictions': 1, 'avg_prediction_prob': 0.043, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 45.354, 'avg_prob_when_true': 0.279, 'in_top3_when_true': 3, 'in_top5_when_true': 5, 'accuracy_when_true': 0.01, 'precision': 0.048, 'recall': 0.01, 'f1_score': 0.017}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 558, 'correct_predictions': 15, 'avg_prediction_prob': 0.024, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 84.649, 'avg_prob_when_true': 0.798, 'in_top3_when_true': 20, 'in_top5_when_true': 21, 'accuracy_when_true': 0.16, 'precision': 0.027, 'recall': 0.16, 'f1_score': 0.046}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 97, 'correct_predictions': 4, 'avg_prediction_prob': -0.007, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 63.169, 'avg_prob_when_true': 0.549, 'in_top3_when_true': 5, 'in_top5_when_true': 9, 'accuracy_when_true': 0.045, 'precision': 0.041, 'recall': 0.045, 'f1_score': 0.043}}"
pdgrapher_0929_0439,pdgrapher,dorothea_500_1000,500.0,202.0,1.0,0.522,0.086,81.833,0.547,-0.968,-7.346,8.252,0.156,0.193,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 33, 'correct_predictions': 12, 'avg_prediction_prob': -0.664, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 66.364, 'avg_prob_when_true': 0.959, 'in_top3_when_true': 27, 'in_top5_when_true': 35, 'accuracy_when_true': 0.121, 'precision': 0.364, 'recall': 0.121, 'f1_score': 0.182}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 18, 'correct_predictions': 3, 'avg_prediction_prob': -0.807, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 128.83, 'avg_prob_when_true': -0.227, 'in_top3_when_true': 5, 'in_top5_when_true': 6, 'accuracy_when_true': 0.032, 'precision': 0.167, 'recall': 0.032, 'f1_score': 0.054}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 944, 'correct_predictions': 19, 'avg_prediction_prob': 0.733, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 10.034, 'avg_prob_when_true': 2.019, 'in_top3_when_true': 44, 'in_top5_when_true': 53, 'accuracy_when_true': 0.213, 'precision': 0.02, 'recall': 0.213, 'f1_score': 0.037}}"
pdgraphernognn_0925_1926,pdgraphernognn,dorothea_500_1000,500.0,202.0,1.0,0.522,0.047,84.388,0.62,-1.553,-8.421,7.721,0.107,0.147,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 103, 'correct_predictions': 11, 'avg_prediction_prob': -0.851, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 177.687, 'avg_prob_when_true': 0.287, 'in_top3_when_true': 18, 'in_top5_when_true': 19, 'accuracy_when_true': 0.111, 'precision': 0.107, 'recall': 0.111, 'f1_score': 0.109}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 119, 'correct_predictions': 1, 'avg_prediction_prob': -1.191, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 223.043, 'avg_prob_when_true': -0.487, 'in_top3_when_true': 6, 'in_top5_when_true': 8, 'accuracy_when_true': 0.011, 'precision': 0.008, 'recall': 0.011, 'f1_score': 0.009}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 100, 'correct_predictions': 0, 'avg_prediction_prob': -0.391, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 55.933, 'avg_prob_when_true': 1.059, 'in_top3_when_true': 9, 'in_top5_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_0925_1931,pdgraphernognn,dorothea_500_1000,500.0,202.0,1.0,0.522,0.047,84.388,0.62,-1.553,-8.421,7.721,0.107,0.147,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19796, 'times_true_source': 99, 'times_predicted_source': 103, 'correct_predictions': 11, 'avg_prediction_prob': -0.851, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 177.687, 'avg_prob_when_true': 0.287, 'in_top3_when_true': 18, 'in_top5_when_true': 19, 'accuracy_when_true': 0.111, 'precision': 0.107, 'recall': 0.111, 'f1_score': 0.109}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19796, 'times_true_source': 94, 'times_predicted_source': 119, 'correct_predictions': 1, 'avg_prediction_prob': -1.191, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 223.043, 'avg_prob_when_true': -0.487, 'in_top3_when_true': 6, 'in_top5_when_true': 8, 'accuracy_when_true': 0.011, 'precision': 0.008, 'recall': 0.011, 'f1_score': 0.009}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19796, 'times_true_source': 89, 'times_predicted_source': 100, 'correct_predictions': 0, 'avg_prediction_prob': -0.391, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 55.933, 'avg_prob_when_true': 1.059, 'in_top3_when_true': 9, 'in_top5_when_true': 25, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
