filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics
baseline_overlap_1009_1053,overlap,dorothea_500_550,,,,,0.0,252.565,0.001,0.002,0.0,1.0,,0.003,0.037,0.08,0.142,
baseline_overlap_1009_1216,overlap,dorothea_500_550,,,,,0.0,252.565,0.001,0.002,0.0,1.0,,0.003,0.037,0.08,0.142,
baseline_random_1007_1405,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1008_1109,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,0.007,0.011,,,,
baseline_random_1009_0011,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_0923,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_1014,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,,0.037,0.069,0.147,
baseline_random_1009_1053,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_random_1009_1216,random,dorothea_500_550,,,,,0.003,257.218,0.002,0.002,0.0,0.004,,0.011,0.037,0.069,0.147,
baseline_smallestSuperset_1007_1405,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,0.013,0.015,,,,
baseline_smallestSuperset_1008_1109,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,0.013,0.015,,,,
baseline_smallestSuperset_1009_0011,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_0923,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1014,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,,,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1053,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,,0.015,0.045,0.101,0.16,
baseline_smallestSuperset_1009_1216,smallestSuperset,dorothea_500_550,,,,,0.005,250.197,0.001,0.002,0.0,1.0,,0.015,0.045,0.101,0.16,
gat_1007_1428,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.003,226.335,0.019,0.019,0.017,0.029,0.008,0.015,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 127.333, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 307.214, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1008_1121,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.003,225.695,0.02,0.019,0.017,0.031,0.008,0.015,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 131.111, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 307.357, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
gat_1008_2237,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.003,225.315,0.02,0.019,0.017,0.035,,,0.059,0.105,0.205,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 16, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 135.111, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 306.714, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
gat_1009_0943,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.002,226.28,0.02,0.019,0.017,0.03,,,0.058,0.103,0.206,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 126.444, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 308.143, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
gat_1009_1034,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.003,226.212,0.02,0.019,0.017,0.031,,0.015,0.057,0.104,0.205,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 130.0, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 10, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 308.071, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
gat_1009_1117,gat,dorothea_500_550,500.0,246.0,1.0,0.031,0.002,224.912,0.02,0.019,0.017,0.033,,0.016,0.057,0.106,0.205,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 138.556, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 306.5, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}}"
pdgrapher_1007_1423,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.045,149.812,0.762,-0.884,-45.561,7.064,0.118,0.188,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.959, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 15, 'correct_predictions': 0, 'avg_prediction_prob': -1.046, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 158.333, 'avg_prob_when_true': -0.143, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 19, 'correct_predictions': 1, 'avg_prediction_prob': -0.85, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 116.071, 'avg_prob_when_true': 1.782, 'in_top3_when_true': 6, 'in_top5_when_true': 6, 'accuracy_when_true': 0.071, 'precision': 0.053, 'recall': 0.071, 'f1_score': 0.061}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.872, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1008_1123,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.045,149.698,0.007,-1.907,-40.25,6.189,0.122,0.193,,,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.532, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 19, 'correct_predictions': 0, 'avg_prediction_prob': -2.687, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 152.444, 'avg_prob_when_true': -0.345, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 17, 'correct_predictions': 2, 'avg_prediction_prob': -1.825, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 95.571, 'avg_prob_when_true': 1.327, 'in_top3_when_true': 6, 'in_top5_when_true': 8, 'accuracy_when_true': 0.143, 'precision': 0.118, 'recall': 0.143, 'f1_score': 0.129}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.534, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1008_2235,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.041,127.839,0.455,-1.687,-4.086,7.355,,,0.415,0.457,0.534,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.819, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 15, 'correct_predictions': 0, 'avg_prediction_prob': -1.589, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 186.556, 'avg_prob_when_true': -0.014, 'in_top20_when_true': 3, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 18, 'correct_predictions': 1, 'avg_prediction_prob': -1.559, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 134.643, 'avg_prob_when_true': 1.508, 'in_top20_when_true': 9, 'in_top40_when_true': 9, 'in_top80_when_true': 9, 'accuracy_when_true': 0.071, 'precision': 0.056, 'recall': 0.071, 'f1_score': 0.062}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.505, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
pdgrapher_1009_0941,pdgrapher,dorothea_500_550,500.0,246.0,1.0,0.031,0.036,151.177,0.359,-1.505,-25.852,8.079,,,0.414,0.451,0.502,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.454, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 3100, 'times_true_source': 9, 'times_predicted_source': 16, 'correct_predictions': 0, 'avg_prediction_prob': -1.341, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 78.222, 'avg_prob_when_true': 0.236, 'in_top20_when_true': 4, 'in_top40_when_true': 4, 'in_top80_when_true': 7, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 3100, 'times_true_source': 14, 'times_predicted_source': 13, 'correct_predictions': 1, 'avg_prediction_prob': -1.211, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 91.929, 'avg_prob_when_true': 1.241, 'in_top20_when_true': 8, 'in_top40_when_true': 8, 'in_top80_when_true': 9, 'accuracy_when_true': 0.071, 'precision': 0.077, 'recall': 0.071, 'f1_score': 0.074}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 3100, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.353, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}}"
