filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,avg norm rank of source,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
baseline_jordan_1027_1123,jordan,dorothea_100_500,,,,,0.011,49.746,0.01,0.01,0.004,0.021,0.046,0.203,0.395,0.79,,,,
baseline_jordan_1027_1418,jordan,dorothea_100_500,,,,,0.011,49.746,0.01,0.01,0.004,0.021,0.046,0.203,0.395,0.79,,,,
baseline_jordan_1028_2354,jordan,dorothea_100_500,,,,,0.011,49.746,0.01,0.01,0.004,0.021,0.046,0.203,0.395,0.79,0.497,,,
baseline_overlap_1020_0906,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1021_0053,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1022_1607,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1022_1719,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1025_2103,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1026_1619,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1027_0209,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1027_1123,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1027_1418,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_overlap_1028_2354,overlap,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,0.495,,,
baseline_random_1020_0906,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1021_0053,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1022_1607,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1022_1719,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1025_2103,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1026_1619,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1027_0209,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1027_1123,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1027_1418,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,,,,
baseline_random_1028_2354,random,dorothea_100_500,,,,,0.01,49.422,0.01,0.01,0.0,0.025,0.049,0.201,0.4,0.802,0.494,,,
baseline_smallestSuperset_1020_0906,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1021_0053,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1022_1607,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1022_1719,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1025_2103,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1026_1619,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1027_0209,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1027_1123,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1027_1418,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,,,,
baseline_smallestSuperset_1028_2354,smallestSuperset,dorothea_100_500,,,,,0.01,49.46,0.01,0.01,0.01,0.01,0.054,0.201,0.396,0.786,0.495,,,
gat_1020_0930,gat,dorothea_100_500,100.0,89.0,1.0,0.854,0.011,47.217,0.093,0.093,0.063,0.121,0.057,0.217,0.431,0.833,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 25, 'correct_predictions': 0, 'avg_prediction_prob': 0.11, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 1.016, 'avg_prob_when_true': 0.11, 'in_top20_when_true': 253, 'in_top40_when_true': 253, 'in_top80_when_true': 253, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.096, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 34.065, 'avg_prob_when_true': 0.096, 'in_top20_when_true': 0, 'in_top40_when_true': 201, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.1, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 18.579, 'avg_prob_when_true': 0.1, 'in_top20_when_true': 173, 'in_top40_when_true': 247, 'in_top80_when_true': 247, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1021_0218,gat,dorothea_100_500,100.0,89.0,1.0,0.854,0.011,46.994,0.093,0.092,0.064,0.12,0.056,0.218,0.433,0.832,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 14, 'correct_predictions': 0, 'avg_prediction_prob': 0.107, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 2.304, 'avg_prob_when_true': 0.107, 'in_top20_when_true': 253, 'in_top40_when_true': 253, 'in_top80_when_true': 253, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.094, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 41.03, 'avg_prob_when_true': 0.094, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.099, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 16.976, 'avg_prob_when_true': 0.099, 'in_top20_when_true': 247, 'in_top40_when_true': 247, 'in_top80_when_true': 247, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1028_1159,gat,dorothea_100_500,100.0,89.0,1.0,0.854,0.011,47.147,0.092,0.091,0.058,0.12,0.055,0.217,0.434,0.833,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 36, 'correct_predictions': 0, 'avg_prediction_prob': 0.107, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 1.043, 'avg_prob_when_true': 0.107, 'in_top20_when_true': 253, 'in_top40_when_true': 253, 'in_top80_when_true': 253, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.095, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 35.498, 'avg_prob_when_true': 0.095, 'in_top20_when_true': 0, 'in_top40_when_true': 201, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.098, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 16.919, 'avg_prob_when_true': 0.098, 'in_top20_when_true': 192, 'in_top40_when_true': 247, 'in_top80_when_true': 247, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1028_1433,gat,dorothea_100_500,100.0,89.0,1.0,0.854,0.011,47.137,0.094,0.093,0.062,0.122,0.056,0.219,0.437,0.833,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 24, 'correct_predictions': 0, 'avg_prediction_prob': 0.108, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 1.174, 'avg_prob_when_true': 0.108, 'in_top20_when_true': 253, 'in_top40_when_true': 253, 'in_top80_when_true': 253, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.096, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 36.766, 'avg_prob_when_true': 0.096, 'in_top20_when_true': 0, 'in_top40_when_true': 185, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.099, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 18.215, 'avg_prob_when_true': 0.099, 'in_top20_when_true': 183, 'in_top40_when_true': 247, 'in_top80_when_true': 247, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
gat_1029_0006,gat,dorothea_100_500,100.0,89.0,1.0,0.854,0.011,47.201,0.093,0.093,0.062,0.121,0.056,0.217,0.434,0.833,0.472,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 31, 'correct_predictions': 0, 'avg_prediction_prob': 0.11, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 1.0, 'avg_prob_when_true': 0.11, 'in_top20_when_true': 253, 'in_top40_when_true': 253, 'in_top80_when_true': 253, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.096, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 35.269, 'avg_prob_when_true': 0.096, 'in_top20_when_true': 0, 'in_top40_when_true': 201, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.1, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 17.668, 'avg_prob_when_true': 0.1, 'in_top20_when_true': 233, 'in_top40_when_true': 247, 'in_top80_when_true': 247, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",,
pdgrapher_1020_1131,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.854,0.181,30.87,-0.829,-3.734,-14.168,27.988,0.384,0.509,0.633,0.88,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 301, 'correct_predictions': 43, 'avg_prediction_prob': -3.555, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 29.49, 'avg_prob_when_true': -1.566, 'in_top20_when_true': 117, 'in_top40_when_true': 157, 'in_top80_when_true': 246, 'accuracy_when_true': 0.17, 'precision': 0.143, 'recall': 0.17, 'f1_score': 0.155}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 337, 'correct_predictions': 49, 'avg_prediction_prob': -3.026, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.224, 'avg_prob_when_true': 0.946, 'in_top20_when_true': 170, 'in_top40_when_true': 201, 'in_top80_when_true': 201, 'accuracy_when_true': 0.244, 'precision': 0.145, 'recall': 0.244, 'f1_score': 0.182}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 226, 'correct_predictions': 64, 'avg_prediction_prob': -3.194, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 8.077, 'avg_prob_when_true': 0.762, 'in_top20_when_true': 211, 'in_top40_when_true': 243, 'in_top80_when_true': 247, 'accuracy_when_true': 0.259, 'precision': 0.283, 'recall': 0.259, 'f1_score': 0.271}}","{'recall@1': 0.0111, 'recall@10': 0.1006, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.4974, 'ranking_score_dcg': 0.1238, 'perc_partially_accurate_predictions': 1.11, 'recall@1_std': 0.1046, 'recall@10_std': 0.3008, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2894, 'ranking_score_dcg_std': 0.1442, 'perc_partially_accurate_predictions_std': 10.46, 'total_samples': 20951, 'avg_topk': 49.7352}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1021_0246,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.854,0.221,28.468,5.203,-2.609,-7.971,105.342,0.408,0.542,0.662,0.893,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 479, 'correct_predictions': 87, 'avg_prediction_prob': -2.36, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 21.368, 'avg_prob_when_true': 8.644, 'in_top20_when_true': 160, 'in_top40_when_true': 193, 'in_top80_when_true': 240, 'accuracy_when_true': 0.344, 'precision': 0.182, 'recall': 0.344, 'f1_score': 0.238}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 210, 'correct_predictions': 56, 'avg_prediction_prob': -2.499, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 20.721, 'avg_prob_when_true': 9.903, 'in_top20_when_true': 121, 'in_top40_when_true': 149, 'in_top80_when_true': 194, 'accuracy_when_true': 0.279, 'precision': 0.267, 'recall': 0.279, 'f1_score': 0.273}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 269, 'correct_predictions': 72, 'avg_prediction_prob': -2.832, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 31.291, 'avg_prob_when_true': 8.54, 'in_top20_when_true': 142, 'in_top40_when_true': 157, 'in_top80_when_true': 191, 'accuracy_when_true': 0.291, 'precision': 0.268, 'recall': 0.291, 'f1_score': 0.279}}","{'recall@1': 0.011, 'recall@10': 0.111, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5051, 'ranking_score_dcg': 0.1273, 'perc_partially_accurate_predictions': 1.1, 'recall@1_std': 0.1042, 'recall@10_std': 0.3142, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2924, 'ranking_score_dcg_std': 0.1459, 'perc_partially_accurate_predictions_std': 10.42, 'total_samples': 20951, 'avg_topk': 50.5102}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1026_1754,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.854,0.217,30.557,-1.588,-4.123,-7.884,8.581,0.375,0.5,0.634,0.891,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 224, 'correct_predictions': 36, 'avg_prediction_prob': -3.882, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 23.933, 'avg_prob_when_true': -2.212, 'in_top20_when_true': 131, 'in_top40_when_true': 185, 'in_top80_when_true': 252, 'accuracy_when_true': 0.142, 'precision': 0.161, 'recall': 0.142, 'f1_score': 0.151}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 208, 'correct_predictions': 81, 'avg_prediction_prob': -3.445, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.458, 'avg_prob_when_true': 0.74, 'in_top20_when_true': 175, 'in_top40_when_true': 197, 'in_top80_when_true': 201, 'accuracy_when_true': 0.403, 'precision': 0.389, 'recall': 0.403, 'f1_score': 0.396}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 224, 'correct_predictions': 85, 'avg_prediction_prob': -4.398, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 33.883, 'avg_prob_when_true': -0.606, 'in_top20_when_true': 124, 'in_top40_when_true': 148, 'in_top80_when_true': 204, 'accuracy_when_true': 0.344, 'precision': 0.379, 'recall': 0.344, 'f1_score': 0.361}}","{'recall@1': 0.0107, 'recall@10': 0.1061, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5082, 'ranking_score_dcg': 0.1269, 'perc_partially_accurate_predictions': 1.07, 'recall@1_std': 0.1031, 'recall@10_std': 0.308, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2888, 'ranking_score_dcg_std': 0.1438, 'perc_partially_accurate_predictions_std': 10.31, 'total_samples': 20951, 'avg_topk': 50.8207}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1027_1634,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.854,0.2,31.007,-1.413,-3.799,-23.018,13.832,0.376,0.512,0.638,0.875,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20951, 'times_true_source': 253, 'times_predicted_source': 162, 'correct_predictions': 40, 'avg_prediction_prob': -3.817, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 36.874, 'avg_prob_when_true': -1.767, 'in_top20_when_true': 92, 'in_top40_when_true': 140, 'in_top80_when_true': 217, 'accuracy_when_true': 0.158, 'precision': 0.247, 'recall': 0.158, 'f1_score': 0.193}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20951, 'times_true_source': 201, 'times_predicted_source': 185, 'correct_predictions': 62, 'avg_prediction_prob': -3.254, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.876, 'avg_prob_when_true': 0.248, 'in_top20_when_true': 175, 'in_top40_when_true': 197, 'in_top80_when_true': 201, 'accuracy_when_true': 0.308, 'precision': 0.335, 'recall': 0.308, 'f1_score': 0.321}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20951, 'times_true_source': 247, 'times_predicted_source': 149, 'correct_predictions': 68, 'avg_prediction_prob': -3.623, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 19.874, 'avg_prob_when_true': -0.366, 'in_top20_when_true': 146, 'in_top40_when_true': 198, 'in_top80_when_true': 243, 'accuracy_when_true': 0.275, 'precision': 0.456, 'recall': 0.275, 'f1_score': 0.343}}","{'recall@1': 0.0109, 'recall@10': 0.103, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5133, 'ranking_score_dcg': 0.1278, 'perc_partially_accurate_predictions': 1.09, 'recall@1_std': 0.104, 'recall@10_std': 0.304, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2879, 'ranking_score_dcg_std': 0.143, 'perc_partially_accurate_predictions_std': 10.4, 'total_samples': 20951, 'avg_topk': 51.3333}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
