filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
gat_0929_0351,gat,dorothea_500_900,500.0,200.0,1.0,0.498,0.005,235.262,0.019,0.019,0.014,0.052,0.011,0.016,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 444.604, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 170.429, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 3283, 'correct_predictions': 25, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 60.167, 'avg_prob_when_true': 0.023, 'in_top3_when_true': 30, 'in_top5_when_true': 30, 'accuracy_when_true': 0.298, 'precision': 0.008, 'recall': 0.298, 'f1_score': 0.015}}"
pdgrapher_0923_0108,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.152,156.338,-1.094,-3.871,-19.116,18.889,0.261,0.305,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 109, 'correct_predictions': 6, 'avg_prediction_prob': -3.195, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 110.344, 'avg_prob_when_true': -1.691, 'in_top3_when_true': 18, 'in_top5_when_true': 19, 'accuracy_when_true': 0.062, 'precision': 0.055, 'recall': 0.062, 'f1_score': 0.059}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 137, 'correct_predictions': 3, 'avg_prediction_prob': -2.983, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 107.827, 'avg_prob_when_true': -2.102, 'in_top3_when_true': 11, 'in_top5_when_true': 13, 'accuracy_when_true': 0.031, 'precision': 0.022, 'recall': 0.031, 'f1_score': 0.026}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 41, 'correct_predictions': 3, 'avg_prediction_prob': -3.18, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 88.679, 'avg_prob_when_true': -2.167, 'in_top3_when_true': 16, 'in_top5_when_true': 20, 'accuracy_when_true': 0.036, 'precision': 0.073, 'recall': 0.036, 'f1_score': 0.048}}"
pdgrapher_0923_1551,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.222,101.787,1.364,-3.998,-6.114,34.955,0.34,0.395,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 66, 'correct_predictions': 23, 'avg_prediction_prob': -3.954, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 125.552, 'avg_prob_when_true': 1.046, 'in_top3_when_true': 28, 'in_top5_when_true': 31, 'accuracy_when_true': 0.24, 'precision': 0.348, 'recall': 0.24, 'f1_score': 0.284}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 99, 'correct_predictions': 9, 'avg_prediction_prob': -3.814, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 193.857, 'avg_prob_when_true': -1.328, 'in_top3_when_true': 16, 'in_top5_when_true': 19, 'accuracy_when_true': 0.092, 'precision': 0.091, 'recall': 0.092, 'f1_score': 0.091}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 26, 'correct_predictions': 18, 'avg_prediction_prob': -3.974, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 89.333, 'avg_prob_when_true': 1.747, 'in_top3_when_true': 29, 'in_top5_when_true': 33, 'accuracy_when_true': 0.214, 'precision': 0.692, 'recall': 0.214, 'f1_score': 0.327}}"
pdgrapher_0925_2041,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.052,160.286,-2.661,-5.081,-38.959,13.288,0.109,0.151,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 45, 'correct_predictions': 0, 'avg_prediction_prob': -4.957, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 225.198, 'avg_prob_when_true': -4.199, 'in_top3_when_true': 4, 'in_top5_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 83, 'correct_predictions': 2, 'avg_prediction_prob': -5.86, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 298.327, 'avg_prob_when_true': -4.57, 'in_top3_when_true': 9, 'in_top5_when_true': 11, 'accuracy_when_true': 0.02, 'precision': 0.024, 'recall': 0.02, 'f1_score': 0.022}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 141, 'correct_predictions': 8, 'avg_prediction_prob': -2.401, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 49.44, 'avg_prob_when_true': 0.14, 'in_top3_when_true': 27, 'in_top5_when_true': 30, 'accuracy_when_true': 0.095, 'precision': 0.057, 'recall': 0.095, 'f1_score': 0.071}}"
pdgrapher_0926_1827,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.055,152.97,-2.145,-4.36,-16.61,14.192,0.124,0.167,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 132, 'correct_predictions': 8, 'avg_prediction_prob': -3.73, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 119.896, 'avg_prob_when_true': -0.958, 'in_top3_when_true': 21, 'in_top5_when_true': 29, 'accuracy_when_true': 0.083, 'precision': 0.061, 'recall': 0.083, 'f1_score': 0.07}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 71, 'correct_predictions': 9, 'avg_prediction_prob': -5.007, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 233.194, 'avg_prob_when_true': -2.423, 'in_top3_when_true': 12, 'in_top5_when_true': 19, 'accuracy_when_true': 0.092, 'precision': 0.127, 'recall': 0.092, 'f1_score': 0.107}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 102, 'correct_predictions': 2, 'avg_prediction_prob': -3.653, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 210.369, 'avg_prob_when_true': -3.125, 'in_top3_when_true': 5, 'in_top5_when_true': 8, 'accuracy_when_true': 0.024, 'precision': 0.02, 'recall': 0.024, 'f1_score': 0.022}}"
pdgrapher_0928_0020,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.151,97.595,-0.228,-5.627,-9.309,33.678,0.27,0.336,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 37, 'correct_predictions': 11, 'avg_prediction_prob': -5.655, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 148.979, 'avg_prob_when_true': -1.86, 'in_top3_when_true': 15, 'in_top5_when_true': 22, 'accuracy_when_true': 0.115, 'precision': 0.297, 'recall': 0.115, 'f1_score': 0.165}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 73, 'correct_predictions': 6, 'avg_prediction_prob': -5.52, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 191.255, 'avg_prob_when_true': -2.548, 'in_top3_when_true': 16, 'in_top5_when_true': 21, 'accuracy_when_true': 0.061, 'precision': 0.082, 'recall': 0.061, 'f1_score': 0.07}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 18, 'correct_predictions': 7, 'avg_prediction_prob': -5.479, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 89.917, 'avg_prob_when_true': -1.224, 'in_top3_when_true': 14, 'in_top5_when_true': 19, 'accuracy_when_true': 0.083, 'precision': 0.389, 'recall': 0.083, 'f1_score': 0.137}}"
pdgrapher_0929_0648,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.498,0.047,193.258,-2.395,-3.594,-89.003,18.539,0.098,0.132,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 55, 'correct_predictions': 3, 'avg_prediction_prob': -3.215, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 138.146, 'avg_prob_when_true': -2.538, 'in_top3_when_true': 7, 'in_top5_when_true': 8, 'accuracy_when_true': 0.031, 'precision': 0.055, 'recall': 0.031, 'f1_score': 0.04}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 72, 'correct_predictions': 9, 'avg_prediction_prob': -3.399, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 213.612, 'avg_prob_when_true': -2.353, 'in_top3_when_true': 9, 'in_top5_when_true': 10, 'accuracy_when_true': 0.092, 'precision': 0.125, 'recall': 0.092, 'f1_score': 0.106}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 64, 'correct_predictions': 5, 'avg_prediction_prob': -4.224, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 223.893, 'avg_prob_when_true': -2.98, 'in_top3_when_true': 17, 'in_top5_when_true': 20, 'accuracy_when_true': 0.06, 'precision': 0.078, 'recall': 0.06, 'f1_score': 0.068}}"
pdgraphernognn_0925_1731,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.498,0.03,172.758,-1.068,-2.916,-112.104,9.385,0.075,0.111,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 169, 'correct_predictions': 2, 'avg_prediction_prob': -1.654, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 102.458, 'avg_prob_when_true': -1.371, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.021, 'precision': 0.012, 'recall': 0.021, 'f1_score': 0.015}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 57, 'correct_predictions': 0, 'avg_prediction_prob': -1.503, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 92.796, 'avg_prob_when_true': -1.396, 'in_top3_when_true': 1, 'in_top5_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 70, 'correct_predictions': 1, 'avg_prediction_prob': -1.567, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 126.5, 'avg_prob_when_true': 0.06, 'in_top3_when_true': 10, 'in_top5_when_true': 24, 'accuracy_when_true': 0.012, 'precision': 0.014, 'recall': 0.012, 'f1_score': 0.013}}"
pdgraphernognn_0926_1651,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.498,0.02,152.802,-0.919,-2.935,-64.095,10.903,0.088,0.133,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 42, 'correct_predictions': 0, 'avg_prediction_prob': -3.174, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 275.75, 'avg_prob_when_true': -2.157, 'in_top3_when_true': 9, 'in_top5_when_true': 9, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 41, 'correct_predictions': 4, 'avg_prediction_prob': -2.636, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 170.776, 'avg_prob_when_true': -1.624, 'in_top3_when_true': 5, 'in_top5_when_true': 10, 'accuracy_when_true': 0.041, 'precision': 0.098, 'recall': 0.041, 'f1_score': 0.058}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 2786, 'correct_predictions': 14, 'avg_prediction_prob': -0.168, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 94.202, 'avg_prob_when_true': 0.648, 'in_top3_when_true': 22, 'in_top5_when_true': 23, 'accuracy_when_true': 0.167, 'precision': 0.005, 'recall': 0.167, 'f1_score': 0.01}}"
pdgraphernognn_0927_2308,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.498,0.08,112.001,-1.274,-5.565,-165.576,9.81,0.139,0.18,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 141, 'correct_predictions': 11, 'avg_prediction_prob': -3.853, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 121.302, 'avg_prob_when_true': -1.944, 'in_top3_when_true': 13, 'in_top5_when_true': 13, 'accuracy_when_true': 0.115, 'precision': 0.078, 'recall': 0.115, 'f1_score': 0.093}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 72, 'correct_predictions': 4, 'avg_prediction_prob': -3.98, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 103.806, 'avg_prob_when_true': -2.299, 'in_top3_when_true': 16, 'in_top5_when_true': 18, 'accuracy_when_true': 0.041, 'precision': 0.056, 'recall': 0.041, 'f1_score': 0.047}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 49, 'correct_predictions': 5, 'avg_prediction_prob': -2.931, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 152.536, 'avg_prob_when_true': -3.274, 'in_top3_when_true': 8, 'in_top5_when_true': 16, 'accuracy_when_true': 0.06, 'precision': 0.102, 'recall': 0.06, 'f1_score': 0.075}}"
pdgraphernognn_0929_0422,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.498,0.109,121.943,-0.025,-3.634,-176.128,11.795,0.194,0.242,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19600, 'times_true_source': 96, 'times_predicted_source': 156, 'correct_predictions': 41, 'avg_prediction_prob': -3.134, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 115.677, 'avg_prob_when_true': 2.145, 'in_top3_when_true': 52, 'in_top5_when_true': 54, 'accuracy_when_true': 0.427, 'precision': 0.263, 'recall': 0.427, 'f1_score': 0.325}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19600, 'times_true_source': 98, 'times_predicted_source': 128, 'correct_predictions': 10, 'avg_prediction_prob': -3.179, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 126.061, 'avg_prob_when_true': -0.286, 'in_top3_when_true': 21, 'in_top5_when_true': 26, 'accuracy_when_true': 0.102, 'precision': 0.078, 'recall': 0.102, 'f1_score': 0.088}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19600, 'times_true_source': 84, 'times_predicted_source': 63, 'correct_predictions': 9, 'avg_prediction_prob': -1.161, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 102.488, 'avg_prob_when_true': -2.235, 'in_top3_when_true': 18, 'in_top5_when_true': 20, 'accuracy_when_true': 0.107, 'precision': 0.143, 'recall': 0.107, 'f1_score': 0.122}}"
