filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics
baseline_random_0929_0141,random,dorothea_500_900,,,,,0.002,249.115,0.002,0.002,0.0,0.004,0.007,0.011,
baseline_smallestSuperset_0923_0226,smallestSuperset,dorothea_500_900,,,,,0.0,262.724,0.002,0.002,0.002,0.002,0.01,0.014,
baseline_smallestSuperset_0925_1831,smallestSuperset,dorothea_500_900,,,,,0.0,262.724,0.002,0.002,0.002,0.002,0.01,0.014,
baseline_smallestSuperset_0926_1649,smallestSuperset,dorothea_500_900,,,,,0.0,262.724,0.002,0.002,0.002,0.002,0.01,0.014,
baseline_smallestSuperset_0927_2117,smallestSuperset,dorothea_500_900,,,,,0.0,262.724,0.002,0.002,0.002,0.002,0.01,0.014,
baseline_smallestSuperset_0929_0141,smallestSuperset,dorothea_500_900,,,,,0.0,262.724,0.002,0.002,0.002,0.002,0.01,0.014,
gat_0923_0121,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.005,235.088,0.019,0.019,0.014,0.038,0.009,0.012,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 211.267, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.056, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 810, 'correct_predictions': 7, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 105.744, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 8, 'in_top5_when_true': 8, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.016}}"
gat_0923_1314,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.005,234.731,0.019,0.019,0.014,0.041,0.009,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 177.133, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 130.611, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 817, 'correct_predictions': 7, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 68.692, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 9, 'in_top5_when_true': 9, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.016}}"
gat_0925_1926,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.004,238.883,0.02,0.019,0.012,0.034,0.008,0.011,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 179.6, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 117.667, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 817, 'correct_predictions': 7, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 100.026, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 8, 'in_top5_when_true': 8, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.016}}"
gat_0926_1642,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.004,237.917,0.019,0.019,0.013,0.033,0.007,0.01,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 179.267, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 112.722, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 791, 'correct_predictions': 7, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 111.487, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 7, 'in_top5_when_true': 8, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.017}}"
gat_0927_2032,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.004,238.665,0.02,0.019,0.012,0.034,0.009,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 171.067, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 115.833, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 816, 'correct_predictions': 7, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 104.333, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 8, 'in_top5_when_true': 8, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.016}}"
gat_0929_0343,gat,dorothea_500_900,500.0,200.0,1.0,0.518,0.005,235.229,0.019,0.019,0.014,0.039,0.009,0.013,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 182.333, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 112.722, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 801, 'correct_predictions': 7, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 107.513, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 9, 'in_top5_when_true': 9, 'accuracy_when_true': 0.179, 'precision': 0.009, 'recall': 0.179, 'f1_score': 0.017}}"
pdgrapher_0923_0110,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.047,82.465,0.722,-0.161,-1.555,6.754,0.088,0.12,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 172, 'correct_predictions': 2, 'avg_prediction_prob': 0.879, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 50.733, 'avg_prob_when_true': 1.405, 'in_top3_when_true': 3, 'in_top5_when_true': 4, 'accuracy_when_true': 0.133, 'precision': 0.012, 'recall': 0.133, 'f1_score': 0.021}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.246, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 106.444, 'avg_prob_when_true': 0.341, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 18, 'correct_predictions': 4, 'avg_prediction_prob': 0.526, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 48.077, 'avg_prob_when_true': 1.296, 'in_top3_when_true': 9, 'in_top5_when_true': 10, 'accuracy_when_true': 0.103, 'precision': 0.222, 'recall': 0.103, 'f1_score': 0.14}}"
pdgrapher_0923_1309,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.029,86.214,0.391,-0.084,-1.713,5.247,0.091,0.119,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.075, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 145.0, 'avg_prob_when_true': 0.143, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 20, 'correct_predictions': 0, 'avg_prediction_prob': 0.28, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.556, 'avg_prob_when_true': 0.259, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 610, 'correct_predictions': 8, 'avg_prediction_prob': 0.411, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 96.718, 'avg_prob_when_true': 0.881, 'in_top3_when_true': 12, 'in_top5_when_true': 13, 'accuracy_when_true': 0.205, 'precision': 0.013, 'recall': 0.205, 'f1_score': 0.025}}"
pdgrapher_0925_1725,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.028,85.633,0.714,-1.303,-5.13,8.453,0.073,0.103,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.507, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 101.333, 'avg_prob_when_true': 0.475, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.404, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 124.556, 'avg_prob_when_true': 0.395, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 25, 'correct_predictions': 2, 'avg_prediction_prob': 0.492, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.103, 'avg_prob_when_true': 1.138, 'in_top3_when_true': 7, 'in_top5_when_true': 10, 'accuracy_when_true': 0.051, 'precision': 0.08, 'recall': 0.051, 'f1_score': 0.062}}"
pdgrapher_0926_1628,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.026,85.959,0.571,-0.155,-2.303,6.123,0.068,0.095,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 9, 'correct_predictions': 0, 'avg_prediction_prob': 0.372, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 116.0, 'avg_prob_when_true': 0.328, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': 0.28, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 127.444, 'avg_prob_when_true': 0.28, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 39, 'correct_predictions': 1, 'avg_prediction_prob': 0.196, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 100.231, 'avg_prob_when_true': 0.707, 'in_top3_when_true': 6, 'in_top5_when_true': 9, 'accuracy_when_true': 0.026, 'precision': 0.026, 'recall': 0.026, 'f1_score': 0.026}}"
pdgrapher_0927_2232,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.03,81.379,0.618,-0.67,-3.563,6.959,0.089,0.116,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 15, 'correct_predictions': 0, 'avg_prediction_prob': 0.518, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 76.333, 'avg_prob_when_true': 0.687, 'in_top3_when_true': 2, 'in_top5_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.331, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 110.889, 'avg_prob_when_true': 0.414, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 86, 'correct_predictions': 3, 'avg_prediction_prob': 0.308, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 82.205, 'avg_prob_when_true': 1.037, 'in_top3_when_true': 11, 'in_top5_when_true': 12, 'accuracy_when_true': 0.077, 'precision': 0.035, 'recall': 0.077, 'f1_score': 0.048}}"
pdgrapher_0929_0343,pdgrapher,dorothea_500_900,500.0,200.0,1.0,0.518,0.019,88.515,0.756,-1.244,-6.178,8.684,0.045,0.065,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 13, 'correct_predictions': 1, 'avg_prediction_prob': 0.666, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 108.067, 'avg_prob_when_true': 0.894, 'in_top3_when_true': 1, 'in_top5_when_true': 2, 'accuracy_when_true': 0.067, 'precision': 0.077, 'recall': 0.067, 'f1_score': 0.071}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 17, 'correct_predictions': 0, 'avg_prediction_prob': 0.675, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 86.389, 'avg_prob_when_true': 0.608, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 52, 'correct_predictions': 0, 'avg_prediction_prob': 0.354, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 125.692, 'avg_prob_when_true': 0.602, 'in_top3_when_true': 2, 'in_top5_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_0925_1725,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.518,0.021,86.728,0.533,-0.56,-3.384,5.115,0.039,0.061,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.283, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 107.8, 'avg_prob_when_true': 0.312, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.243, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.167, 'avg_prob_when_true': 0.182, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 28, 'correct_predictions': 1, 'avg_prediction_prob': 0.537, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 60.026, 'avg_prob_when_true': 0.698, 'in_top3_when_true': 1, 'in_top5_when_true': 3, 'accuracy_when_true': 0.026, 'precision': 0.036, 'recall': 0.026, 'f1_score': 0.03}}"
pdgraphernognn_0926_1626,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.518,0.033,79.989,0.891,-1.241,-4.414,6.22,0.08,0.113,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 23, 'correct_predictions': 2, 'avg_prediction_prob': 0.631, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 52.8, 'avg_prob_when_true': 1.241, 'in_top3_when_true': 3, 'in_top5_when_true': 3, 'accuracy_when_true': 0.133, 'precision': 0.087, 'recall': 0.133, 'f1_score': 0.105}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.325, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.944, 'avg_prob_when_true': 0.359, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 84, 'correct_predictions': 6, 'avg_prediction_prob': 0.678, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 47.513, 'avg_prob_when_true': 1.437, 'in_top3_when_true': 8, 'in_top5_when_true': 9, 'accuracy_when_true': 0.154, 'precision': 0.071, 'recall': 0.154, 'f1_score': 0.098}}"
pdgraphernognn_0927_2232,pdgraphernognn,dorothea_500_900,500.0,200.0,1.0,0.518,0.023,84.477,0.628,-0.093,-2.56,5.717,0.066,0.093,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4524, 'times_true_source': 15, 'times_predicted_source': 14, 'correct_predictions': 0, 'avg_prediction_prob': 0.377, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 81.2, 'avg_prob_when_true': 0.69, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4524, 'times_true_source': 18, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': 0.473, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 76.056, 'avg_prob_when_true': 0.525, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4524, 'times_true_source': 39, 'times_predicted_source': 24, 'correct_predictions': 0, 'avg_prediction_prob': 0.352, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 113.692, 'avg_prob_when_true': 0.869, 'in_top3_when_true': 8, 'in_top5_when_true': 11, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
