filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,gene_specific_metrics,pdgrapher_perturbation_discovery,pdgrapher_response_prediction
gat_1019_1608,gat,dorothea_100_500,100.0,89.0,1.0,0.345,0.318,8.959,0.398,0.062,0.0,0.997,0.499,0.824,0.984,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 44, 'correct_predictions': 44, 'avg_prediction_prob': 0.038, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.598, 'avg_prob_when_true': 0.334, 'in_top20_when_true': 231, 'in_top40_when_true': 234, 'in_top80_when_true': 234, 'accuracy_when_true': 0.188, 'precision': 1.0, 'recall': 0.188, 'f1_score': 0.317}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 180, 'correct_predictions': 7, 'avg_prediction_prob': 0.122, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 8.094, 'avg_prob_when_true': 0.214, 'in_top20_when_true': 201, 'in_top40_when_true': 212, 'in_top80_when_true': 212, 'accuracy_when_true': 0.033, 'precision': 0.039, 'recall': 0.033, 'f1_score': 0.036}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 20, 'correct_predictions': 0, 'avg_prediction_prob': 0.135, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 13.658, 'avg_prob_when_true': 0.162, 'in_top20_when_true': 183, 'in_top40_when_true': 222, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1020_0039,gat,dorothea_100_500,100.0,89.0,1.0,0.345,0.32,9.144,0.392,0.061,0.0,0.997,0.491,0.818,0.985,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 43, 'correct_predictions': 43, 'avg_prediction_prob': 0.038, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 8.393, 'avg_prob_when_true': 0.324, 'in_top20_when_true': 232, 'in_top40_when_true': 234, 'in_top80_when_true': 234, 'accuracy_when_true': 0.184, 'precision': 1.0, 'recall': 0.184, 'f1_score': 0.31}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 139, 'correct_predictions': 4, 'avg_prediction_prob': 0.116, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 9.113, 'avg_prob_when_true': 0.204, 'in_top20_when_true': 201, 'in_top40_when_true': 212, 'in_top80_when_true': 212, 'accuracy_when_true': 0.019, 'precision': 0.029, 'recall': 0.019, 'f1_score': 0.023}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 24, 'correct_predictions': 0, 'avg_prediction_prob': 0.144, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 11.347, 'avg_prob_when_true': 0.166, 'in_top20_when_true': 208, 'in_top40_when_true': 222, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1020_0904,gat,dorothea_100_500,100.0,89.0,1.0,0.345,0.311,9.11,0.394,0.062,0.0,0.996,0.489,0.823,0.985,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 43, 'correct_predictions': 43, 'avg_prediction_prob': 0.038, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 7.684, 'avg_prob_when_true': 0.33, 'in_top20_when_true': 231, 'in_top40_when_true': 234, 'in_top80_when_true': 234, 'accuracy_when_true': 0.184, 'precision': 1.0, 'recall': 0.184, 'f1_score': 0.31}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 155, 'correct_predictions': 7, 'avg_prediction_prob': 0.119, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 8.538, 'avg_prob_when_true': 0.21, 'in_top20_when_true': 202, 'in_top40_when_true': 212, 'in_top80_when_true': 212, 'accuracy_when_true': 0.033, 'precision': 0.045, 'recall': 0.033, 'f1_score': 0.038}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 23, 'correct_predictions': 0, 'avg_prediction_prob': 0.146, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 12.104, 'avg_prob_when_true': 0.163, 'in_top20_when_true': 205, 'in_top40_when_true': 222, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
gat_1021_0220,gat,dorothea_100_500,100.0,89.0,1.0,0.345,0.302,8.985,0.397,0.064,0.0,0.998,0.485,0.827,0.985,1.0,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 43, 'correct_predictions': 43, 'avg_prediction_prob': 0.039, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 9.432, 'avg_prob_when_true': 0.328, 'in_top20_when_true': 229, 'in_top40_when_true': 234, 'in_top80_when_true': 234, 'accuracy_when_true': 0.184, 'precision': 1.0, 'recall': 0.184, 'f1_score': 0.31}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 500, 'correct_predictions': 11, 'avg_prediction_prob': 0.125, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 8.741, 'avg_prob_when_true': 0.22, 'in_top20_when_true': 203, 'in_top40_when_true': 212, 'in_top80_when_true': 212, 'accuracy_when_true': 0.052, 'precision': 0.022, 'recall': 0.052, 'f1_score': 0.031}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 21, 'correct_predictions': 0, 'avg_prediction_prob': 0.146, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 10.712, 'avg_prob_when_true': 0.174, 'in_top20_when_true': 211, 'in_top40_when_true': 222, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",,
pdgrapher_1019_1456,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.345,0.075,18.691,-0.149,-2.7,-21.488,3.464,0.332,0.685,0.825,0.979,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -3.405, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 78.547, 'avg_prob_when_true': -4.571, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 115, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -5.538, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 73.764, 'avg_prob_when_true': -4.115, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 161, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -2.348, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 20.995, 'avg_prob_when_true': -0.724, 'in_top20_when_true': 130, 'in_top40_when_true': 192, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.01, 'recall@10': 0.1053, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.515, 'ranking_score_dcg': 0.1275, 'perc_partially_accurate_predictions': 1.0, 'recall@1_std': 0.0997, 'recall@10_std': 0.3069, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2872, 'ranking_score_dcg_std': 0.1404, 'perc_partially_accurate_predictions_std': 9.97, 'total_samples': 20008, 'avg_topk': 51.4973}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1020_0030,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.345,0.011,54.445,-0.761,-0.526,-11.089,9.412,0.032,0.138,0.302,0.788,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.576, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 21.782, 'avg_prob_when_true': 0.614, 'in_top20_when_true': 110, 'in_top40_when_true': 224, 'in_top80_when_true': 234, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.57, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 43.807, 'avg_prob_when_true': -0.502, 'in_top20_when_true': 0, 'in_top40_when_true': 71, 'in_top80_when_true': 211, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.149, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 63.185, 'avg_prob_when_true': -1.099, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 216, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0111, 'recall@10': 0.1039, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.4847, 'ranking_score_dcg': 0.1217, 'perc_partially_accurate_predictions': 1.11, 'recall@1_std': 0.105, 'recall@10_std': 0.3051, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2937, 'ranking_score_dcg_std': 0.1458, 'perc_partially_accurate_predictions_std': 10.5, 'total_samples': 20008, 'avg_topk': 48.4715}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1020_1110,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.345,0.003,47.016,-0.282,-0.365,-5.521,8.201,0.053,0.21,0.445,0.799,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.22, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 62.432, 'avg_prob_when_true': -0.93, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 219, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.954, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 23.028, 'avg_prob_when_true': 0.547, 'in_top20_when_true': 145, 'in_top40_when_true': 182, 'in_top80_when_true': 201, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 139, 'correct_predictions': 0, 'avg_prediction_prob': 0.711, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 21.5, 'avg_prob_when_true': 0.486, 'in_top20_when_true': 100, 'in_top40_when_true': 216, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0104, 'recall@10': 0.1063, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5156, 'ranking_score_dcg': 0.128, 'perc_partially_accurate_predictions': 1.04, 'recall@1_std': 0.1014, 'recall@10_std': 0.3082, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2904, 'ranking_score_dcg_std': 0.1412, 'perc_partially_accurate_predictions_std': 10.14, 'total_samples': 20008, 'avg_topk': 51.5582}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgrapher_1021_0316,pdgrapher,dorothea_100_500,100.0,89.0,1.0,0.345,0.024,25.572,1.76,0.681,-6.139,4.91,0.111,0.523,0.788,0.956,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.981, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 26.094, 'avg_prob_when_true': 1.292, 'in_top20_when_true': 40, 'in_top40_when_true': 230, 'in_top80_when_true': 234, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.727, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 32.274, 'avg_prob_when_true': 1.018, 'in_top20_when_true': 17, 'in_top40_when_true': 163, 'in_top80_when_true': 212, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 52, 'correct_predictions': 0, 'avg_prediction_prob': 3.033, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 5.91, 'avg_prob_when_true': 3.304, 'in_top20_when_true': 222, 'in_top40_when_true': 222, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0106, 'recall@10': 0.1008, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5035, 'ranking_score_dcg': 0.1249, 'perc_partially_accurate_predictions': 1.06, 'recall@1_std': 0.1024, 'recall@10_std': 0.301, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2885, 'ranking_score_dcg_std': 0.1419, 'perc_partially_accurate_predictions_std': 10.24, 'total_samples': 20008, 'avg_topk': 50.3488}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgraphernognn_1019_1604,pdgraphernognn,dorothea_100_500,100.0,89.0,1.0,0.345,0.045,23.405,-0.31,-5.245,-32.173,2.84,0.168,0.518,0.802,0.991,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -7.812, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 44.457, 'avg_prob_when_true': -1.202, 'in_top20_when_true': 0, 'in_top40_when_true': 47, 'in_top80_when_true': 234, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -9.546, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 42.505, 'avg_prob_when_true': -1.004, 'in_top20_when_true': 0, 'in_top40_when_true': 65, 'in_top80_when_true': 212, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 856, 'correct_predictions': 0, 'avg_prediction_prob': -0.32, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 38.005, 'avg_prob_when_true': -0.629, 'in_top20_when_true': 0, 'in_top40_when_true': 145, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0091, 'recall@10': 0.1068, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5099, 'ranking_score_dcg': 0.1259, 'perc_partially_accurate_predictions': 0.91, 'recall@1_std': 0.0949, 'recall@10_std': 0.3089, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2883, 'ranking_score_dcg_std': 0.1387, 'perc_partially_accurate_predictions_std': 9.49, 'total_samples': 20008, 'avg_topk': 50.9865}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
pdgraphernognn_1020_0015,pdgraphernognn,dorothea_100_500,100.0,89.0,1.0,0.345,0.0,48.83,0.107,-1.592,-33.243,3.464,0.003,0.06,0.43,0.864,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 37, 'total_samples': 20008, 'times_true_source': 234, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.705, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 34.274, 'avg_prob_when_true': 0.432, 'in_top20_when_true': 0, 'in_top40_when_true': 203, 'in_top80_when_true': 234, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 3, 'total_samples': 20008, 'times_true_source': 212, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -13.558, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 91.443, 'avg_prob_when_true': -3.107, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 50, 'total_samples': 20008, 'times_true_source': 222, 'times_predicted_source': 49, 'correct_predictions': 0, 'avg_prediction_prob': 0.858, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 29.36, 'avg_prob_when_true': 0.655, 'in_top20_when_true': 3, 'in_top40_when_true': 216, 'in_top80_when_true': 222, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}","{'recall@1': 0.0111, 'recall@10': 0.1031, 'recall@100': 1.0, 'recall@1000': 1.0, 'ranking_score': 0.5034, 'ranking_score_dcg': 0.1255, 'perc_partially_accurate_predictions': 1.11, 'recall@1_std': 0.1047, 'recall@10_std': 0.304, 'recall@100_std': 0.0, 'recall@1000_std': 0.0, 'ranking_score_std': 0.2894, 'ranking_score_dcg_std': 0.1439, 'perc_partially_accurate_predictions_std': 10.47, 'total_samples': 20008, 'avg_topk': 50.336}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}"
