filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg norm rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 5,source in top 20,source in top 40,source in top 80,pdgrapher_perturbation_discovery,pdgrapher_response_prediction,gene_specific_metrics
baseline_random_1120_1400,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1120_1405,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1121_0844,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_random_1122_1411,random,dorothea_500_1000,,,,,0.001,243.193,0.486,0.002,0.002,0.0,0.004,0.008,0.041,0.079,0.167,,,
baseline_smallestSuperset_1118_2111,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1119_1410,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1120_1400,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1120_1405,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1121_0844,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
baseline_smallestSuperset_1122_1411,smallestSuperset,dorothea_500_1000,,,,,0.004,253.102,0.506,0.002,0.002,0.002,0.002,0.013,0.04,0.084,0.158,,,
pdgrapher_1118_2335,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.505,0.007,104.032,0.208,0.796,-0.054,-1.45,1.928,0.029,0.122,0.24,0.453,"{'recall@1': 0.0031, 'recall@10': 0.0374, 'recall@100': 0.3641, 'recall@1000': 1.0, 'ranking_score': 0.7197, 'ranking_score_dcg': 0.1224, 'perc_partially_accurate_predictions': 0.31, 'recall@1_std': 0.0554, 'recall@10_std': 0.1897, 'recall@100_std': 0.4812, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1638, 'ranking_score_dcg_std': 0.0863, 'perc_partially_accurate_predictions_std': 5.54, 'total_samples': 2274, 'avg_topk': 359.8712}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.731, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 13, 'correct_predictions': 0, 'avg_prediction_prob': 0.476, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 80.0, 'avg_prob_when_true': 1.052, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.673, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 109.1, 'avg_prob_when_true': 0.721, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 12, 'correct_predictions': 0, 'avg_prediction_prob': 0.587, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 106.0, 'avg_prob_when_true': 0.695, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1119_1546,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.505,0.007,129.197,0.258,0.63,-0.045,-1.948,1.536,0.033,0.111,0.194,0.332,"{'recall@1': 0.0026, 'recall@10': 0.0295, 'recall@100': 0.3434, 'recall@1000': 1.0, 'ranking_score': 0.7186, 'ranking_score_dcg': 0.12, 'perc_partially_accurate_predictions': 0.26, 'recall@1_std': 0.0513, 'recall@10_std': 0.1691, 'recall@100_std': 0.4749, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1595, 'ranking_score_dcg_std': 0.0821, 'perc_partially_accurate_predictions_std': 5.13, 'total_samples': 2274, 'avg_topk': 359.2898}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.862, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.564, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 55.667, 'avg_prob_when_true': 0.749, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.623, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 131.3, 'avg_prob_when_true': 0.629, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.325, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 208.167, 'avg_prob_when_true': 0.513, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1120_1927,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.505,0.004,126.744,0.253,0.255,-0.172,-2.216,1.388,0.024,0.099,0.211,0.363,"{'recall@1': 0.0044, 'recall@10': 0.0281, 'recall@100': 0.3382, 'recall@1000': 1.0, 'ranking_score': 0.7115, 'ranking_score_dcg': 0.1187, 'perc_partially_accurate_predictions': 0.44, 'recall@1_std': 0.0662, 'recall@10_std': 0.1654, 'recall@100_std': 0.4731, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1646, 'ranking_score_dcg_std': 0.0862, 'perc_partially_accurate_predictions_std': 6.62, 'total_samples': 2274, 'avg_topk': 355.7449}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.323, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.248, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 141.0, 'avg_prob_when_true': 0.198, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.0, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 180.2, 'avg_prob_when_true': 0.059, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 11, 'correct_predictions': 0, 'avg_prediction_prob': 0.126, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 185.333, 'avg_prob_when_true': -0.043, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1120_2010,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.505,0.004,126.744,0.253,0.255,-0.172,-2.216,1.388,0.024,0.099,0.211,0.363,"{'recall@1': 0.0013, 'recall@10': 0.0295, 'recall@100': 0.336, 'recall@1000': 1.0, 'ranking_score': 0.7092, 'ranking_score_dcg': 0.117, 'perc_partially_accurate_predictions': 0.13, 'recall@1_std': 0.0363, 'recall@10_std': 0.1691, 'recall@100_std': 0.4723, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1668, 'ranking_score_dcg_std': 0.0739, 'perc_partially_accurate_predictions_std': 3.63, 'total_samples': 2274, 'avg_topk': 354.5822}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.323, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.248, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 141.0, 'avg_prob_when_true': 0.198, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.0, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 180.2, 'avg_prob_when_true': 0.059, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 11, 'correct_predictions': 0, 'avg_prediction_prob': 0.126, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 185.333, 'avg_prob_when_true': -0.043, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1122_1439,pdgrapher,dorothea_500_1000,500.0,279.0,1.0,0.505,0.006,135.191,0.27,0.663,-0.323,-3.154,1.525,0.023,0.082,0.168,0.309,"{'recall@1': 0.0031, 'recall@10': 0.029, 'recall@100': 0.3303, 'recall@1000': 1.0, 'ranking_score': 0.7118, 'ranking_score_dcg': 0.118, 'perc_partially_accurate_predictions': 0.31, 'recall@1_std': 0.0554, 'recall@10_std': 0.1679, 'recall@100_std': 0.4703, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1594, 'ranking_score_dcg_std': 0.0816, 'perc_partially_accurate_predictions_std': 5.54, 'total_samples': 2274, 'avg_topk': 355.8962}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.509, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.625, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 106.0, 'avg_prob_when_true': 0.738, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': 0.805, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 85.3, 'avg_prob_when_true': 0.839, 'in_top20_when_true': 3, 'in_top40_when_true': 4, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 18, 'correct_predictions': 2, 'avg_prediction_prob': 0.864, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 64.833, 'avg_prob_when_true': 0.941, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.333, 'precision': 0.111, 'recall': 0.333, 'f1_score': 0.167}}"
pdgraphernognn_1118_2012,pdgraphernognn,dorothea_500_1000,500.0,279.0,1.0,0.505,0.006,132.665,0.265,0.211,-0.049,-1.154,1.746,0.027,0.1,0.189,0.332,"{'recall@1': 0.0031, 'recall@10': 0.0317, 'recall@100': 0.3518, 'recall@1000': 1.0, 'ranking_score': 0.7078, 'ranking_score_dcg': 0.1187, 'perc_partially_accurate_predictions': 0.31, 'recall@1_std': 0.0554, 'recall@10_std': 0.1751, 'recall@100_std': 0.4775, 'recall@1000_std': 0.0, 'ranking_score_std': 0.176, 'ranking_score_dcg_std': 0.0836, 'perc_partially_accurate_predictions_std': 5.54, 'total_samples': 2274, 'avg_topk': 353.9244}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.423, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.162, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 132.667, 'avg_prob_when_true': 0.205, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 23, 'correct_predictions': 0, 'avg_prediction_prob': 0.327, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 115.0, 'avg_prob_when_true': 0.255, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 50, 'correct_predictions': 0, 'avg_prediction_prob': 0.353, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 51.167, 'avg_prob_when_true': 0.399, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgraphernognn_1119_1345,pdgraphernognn,dorothea_500_1000,500.0,279.0,1.0,0.505,0.003,131.3,0.263,0.333,0.005,-1.678,2.07,0.025,0.098,0.185,0.328,"{'recall@1': 0.0031, 'recall@10': 0.0334, 'recall@100': 0.3404, 'recall@1000': 1.0, 'ranking_score': 0.7093, 'ranking_score_dcg': 0.1197, 'perc_partially_accurate_predictions': 0.31, 'recall@1_std': 0.0554, 'recall@10_std': 0.1797, 'recall@100_std': 0.4738, 'recall@1000_std': 0.0, 'ranking_score_std': 0.1694, 'ranking_score_dcg_std': 0.0869, 'perc_partially_accurate_predictions_std': 5.54, 'total_samples': 2274, 'avg_topk': 354.6478}","{'forward_mae': -1, 'forward_mse': -1, 'forward_r2': -1, 'forward_r2_scgen': -1, 'forward_spearman': -1, 'backward_mae': -1, 'backward_mse': -1, 'backward_r2': -1, 'backward_r2_scgen': -1, 'backward_spearman': -1, 'backward_avg_topk': -1}","{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2274, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.319, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2274, 'times_true_source': 3, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.375, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 81.0, 'avg_prob_when_true': 0.629, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2274, 'times_true_source': 10, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.358, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 131.7, 'avg_prob_when_true': 0.318, 'in_top20_when_true': 0, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2274, 'times_true_source': 6, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.283, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 112.833, 'avg_prob_when_true': 0.42, 'in_top20_when_true': 2, 'in_top40_when_true': 3, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
