filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 20,source in top 40,source in top 80,source in top 5,gene_specific_metrics
gat_1008_1638,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.004,229.068,0.02,0.019,0.009,0.032,0.056,0.116,0.206,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 50.429, 'avg_prob_when_true': 0.023, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 82.467, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 291.0, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1008_2235,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.003,229.454,0.019,0.019,0.011,0.031,0.058,0.114,0.194,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': 0.0, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 45.571, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 76.133, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 7, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 212.667, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1009_0942,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.005,232.048,0.019,0.019,0.008,0.031,0.052,0.112,0.197,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 12, 'correct_predictions': 1, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 42.143, 'avg_prob_when_true': 0.024, 'in_top20_when_true': 1, 'in_top40_when_true': 3, 'in_top80_when_true': 6, 'accuracy_when_true': 0.143, 'precision': 0.083, 'recall': 0.143, 'f1_score': 0.105}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 84.533, 'avg_prob_when_true': 0.021, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 297.333, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1009_1121,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.003,228.55,0.019,0.019,0.009,0.032,0.048,0.116,0.21,0.017,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 56.429, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 83.667, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 292.111, 'avg_prob_when_true': 0.019, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
gat_1009_1243,gat,dorothea_500_800,500.0,263.0,1.0,0.392,0.004,226.824,0.02,0.02,0.01,0.038,0.055,0.116,0.204,0.016,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.023, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 51.571, 'avg_prob_when_true': 0.024, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 6, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 88.267, 'avg_prob_when_true': 0.022, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 290.111, 'avg_prob_when_true': 0.02, 'in_top20_when_true': 1, 'in_top40_when_true': 2, 'in_top80_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1008_1431,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.025,202.023,-0.567,-1.198,-5.826,13.804,0.172,0.222,0.298,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -3.117, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.9, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 189.714, 'avg_prob_when_true': -0.434, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': -1.51, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 302.533, 'avg_prob_when_true': -1.489, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.569, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 132.111, 'avg_prob_when_true': -0.606, 'in_top20_when_true': 2, 'in_top40_when_true': 2, 'in_top80_when_true': 3, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_0044,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.036,214.229,-0.619,-0.958,-2.969,13.835,0.147,0.199,0.281,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.769, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.922, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 163.571, 'avg_prob_when_true': -0.825, 'in_top20_when_true': 1, 'in_top40_when_true': 1, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 1, 'correct_predictions': 1, 'avg_prediction_prob': -0.469, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 59.6, 'avg_prob_when_true': -0.42, 'in_top20_when_true': 1, 'in_top40_when_true': 4, 'in_top80_when_true': 11, 'accuracy_when_true': 0.067, 'precision': 1.0, 'recall': 0.067, 'f1_score': 0.125}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.1, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 357.889, 'avg_prob_when_true': -1.169, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_0944,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.023,229.892,-0.191,-0.363,-7.163,7.913,0.08,0.135,0.226,,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.7, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.231, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 180.0, 'avg_prob_when_true': -0.279, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 4, 'correct_predictions': 0, 'avg_prediction_prob': -0.374, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 231.533, 'avg_prob_when_true': -0.337, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.358, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 231.556, 'avg_prob_when_true': -0.345, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_1119,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.028,222.62,-0.261,-0.396,-2.625,4.254,0.086,0.125,0.223,0.05,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.536, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.174, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 42.857, 'avg_prob_when_true': 0.131, 'in_top20_when_true': 0, 'in_top40_when_true': 4, 'in_top80_when_true': 7, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.409, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 234.333, 'avg_prob_when_true': -0.423, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.076, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 78.778, 'avg_prob_when_true': -0.045, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 5, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
pdgrapher_1009_1242,pdgrapher,dorothea_500_800,500.0,263.0,1.0,0.392,0.011,129.757,0.01,-0.385,-2.895,1.996,0.132,0.22,0.38,0.044,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 195, 'total_samples': 2104, 'times_true_source': 0, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -1.52, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': None, 'avg_prob_when_true': None, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 0, 'accuracy_when_true': None, 'precision': None, 'recall': None, 'f1_score': None}, 'ATF7': {'gene_name': 'ATF7', 'gene_index': 15, 'total_samples': 2104, 'times_true_source': 7, 'times_predicted_source': 16, 'correct_predictions': 0, 'avg_prediction_prob': 0.101, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 66.571, 'avg_prob_when_true': 0.153, 'in_top20_when_true': 1, 'in_top40_when_true': 3, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 402, 'total_samples': 2104, 'times_true_source': 15, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.031, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 152.2, 'avg_prob_when_true': -0.058, 'in_top20_when_true': 0, 'in_top40_when_true': 0, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 260, 'total_samples': 2104, 'times_true_source': 9, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.086, 'avg_rank': 0.0, 'in_top20_count': 0, 'in_top40_count': 0, 'in_top80_count': 0, 'avg_rank_when_true': 135.444, 'avg_prob_when_true': -0.031, 'in_top20_when_true': 0, 'in_top40_when_true': 1, 'in_top80_when_true': 4, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}"
